alert_id,student_id,alert_type,priority,message,created_date,status,assigned_to,escalated,parent_notified,sms_sent,email_sent,action_required,follow_up_date
ALT_INST_002_000698,STU_INST_002_0460,Uniform Violations,Medium,Uniform Violations flagged for student Saanvi Aggarwal - Class 10th C,2025-09-12 07:43:16,Active,MEN_INST_002_004,False,False,False,False,True,
ALT_INST_002_000699,STU_INST_002_0460,Poor Academic Performance,Medium,Poor Academic Performance flagged for student Saanvi Aggarwal - Class 10th C,2025-08-29 07:43:16,Resolved,MEN_INST_002_004,False,True,False,True,False,
ALT_INST_002_000700,STU_INST_002_0461,Counseling Needed,Medium,Counseling Needed flagged for student Yash Pal - Class 9th B,2025-08-31 07:43:16,Active,MEN_INST_002_005,False,False,True,True,True,
ALT_INST_002_000701,STU_INST_002_0461,Parent Meeting Required,Medium,Parent Meeting Required flagged for student Yash Pal - Class 9th B,2025-08-28 07:43:16,Acknowledged,MEN_INST_002_005,False,False,False,False,True,
ALT_INST_002_000702,STU_INST_002_0462,Fee Defaulter,Medium,Fee Defaulter flagged for student Reyansh Kale - Class 12th B,2025-09-08 07:43:16,Resolved,MEN_INST_002_006,False,True,False,False,False,2025-09-21
ALT_INST_002_000703,STU_INST_002_0462,Homework Default,Medium,Homework Default flagged for student Reyansh Kale - Class 12th B,2025-08-19 07:43:16,In Progress,MEN_INST_002_006,False,False,True,True,False,
ALT_INST_002_000704,STU_INST_002_0464,Poor Academic Performance,Medium,Poor Academic Performance flagged for student Shaurya Mittal - Class 9th A,2025-09-15 07:43:16,Resolved,MEN_INST_002_008,False,True,True,True,False,2025-09-19
ALT_INST_002_000705,STU_INST_002_0464,Academic Decline,Medium,Academic Decline flagged for student Shaurya Mittal - Class 9th A,2025-08-27 07:43:16,Resolved,MEN_INST_002_008,False,True,True,False,True,
ALT_INST_002_000706,STU_INST_002_0465,Counseling Needed,Medium,Counseling Needed flagged for student Tanvi Joshi - Class 10th D,2025-08-22 07:43:16,In Progress,MEN_INST_002_009,False,True,True,False,True,2025-09-19
ALT_INST_002_000707,STU_INST_002_0465,Poor Academic Performance,Medium,Poor Academic Performance flagged for student Tanvi Joshi - Class 10th D,2025-08-31 07:43:16,In Progress,MEN_INST_002_009,False,False,True,False,False,2025-10-01
ALT_INST_002_000708,STU_INST_002_0465,Counseling Needed,Medium,Counseling Needed flagged for student Tanvi Joshi - Class 10th D,2025-09-05 07:43:16,In Progress,MEN_INST_002_009,False,False,False,True,True,2025-09-19
ALT_INST_002_000709,STU_INST_002_0466,Uniform Violations,High,Uniform Violations flagged for student Ashish Joshi - Class 9th A,2025-08-19 07:43:16,In Progress,MEN_INST_002_010,True,True,False,False,True,2025-09-30
ALT_INST_002_000710,STU_INST_002_0466,Homework Default,High,Homework Default flagged for student Ashish Joshi - Class 9th A,2025-08-31 07:43:16,In Progress,MEN_INST_002_010,True,True,True,True,False,2025-09-20
ALT_INST_002_000711,STU_INST_002_0466,Fee Defaulter,High,Fee Defaulter flagged for student Ashish Joshi - Class 9th A,2025-09-16 07:43:16,Resolved,MEN_INST_002_010,True,True,False,False,False,2025-09-19
ALT_INST_002_000712,STU_INST_002_0468,Low Attendance,Medium,Low Attendance flagged for student Navya Sen - Class 9th C,2025-08-18 07:43:16,In Progress,MEN_INST_002_012,False,False,False,True,True,
ALT_INST_002_000713,STU_INST_002_0468,Poor Academic Performance,Medium,Poor Academic Performance flagged for student Navya Sen - Class 9th C,2025-08-28 07:43:16,Acknowledged,MEN_INST_002_012,False,False,False,False,False,
ALT_INST_002_000714,STU_INST_002_0471,Medical Attention Required,Medium,Medical Attention Required flagged for student Nitin Pal - Class 10th A,2025-09-14 07:43:16,Active,MEN_INST_002_015,False,True,False,False,False,2025-09-29
ALT_INST_002_000715,STU_INST_002_0471,Fee Defaulter,Medium,Fee Defaulter flagged for student Nitin Pal - Class 10th A,2025-09-09 07:43:16,Resolved,MEN_INST_002_015,False,True,False,True,False,2025-09-21
ALT_INST_002_000716,STU_INST_002_0471,Uniform Violations,Medium,Uniform Violations flagged for student Nitin Pal - Class 10th A,2025-08-29 07:43:16,Acknowledged,MEN_INST_002_015,False,True,False,False,False,2025-09-21
ALT_INST_002_000717,STU_INST_002_0472,Academic Decline,Medium,Academic Decline flagged for student Rashmi Raman - Class 12th D,2025-08-31 07:43:16,Active,MEN_INST_002_016,False,True,True,False,True,2025-09-28
ALT_INST_002_000718,STU_INST_002_0472,Poor Academic Performance,Medium,Poor Academic Performance flagged for student Rashmi Raman - Class 12th D,2025-08-27 07:43:16,Active,MEN_INST_002_016,False,False,True,False,True,2025-09-20
ALT_INST_002_000719,STU_INST_002_0472,Uniform Violations,Medium,Uniform Violations flagged for student Rashmi Raman - Class 12th D,2025-09-04 07:43:16,Acknowledged,MEN_INST_002_016,False,True,True,True,True,2025-09-19
ALT_INST_002_000720,STU_INST_002_0473,Uniform Violations,Medium,Uniform Violations flagged for student Seema Parikh - Class 12th B,2025-09-09 07:43:16,Resolved,MEN_INST_002_017,False,False,True,True,False,2025-09-23
ALT_INST_002_000721,STU_INST_002_0475,Homework Default,Medium,Homework Default flagged for student Aditi Bansal - Class 10th E,2025-08-26 07:43:16,Acknowledged,MEN_INST_002_019,False,False,False,True,False,
ALT_INST_002_000722,STU_INST_002_0475,Uniform Violations,Medium,Uniform Violations flagged for student Aditi Bansal - Class 10th E,2025-09-07 07:43:16,Active,MEN_INST_002_019,False,True,False,True,False,
ALT_INST_002_000723,STU_INST_002_0475,Poor Academic Performance,Medium,Poor Academic Performance flagged for student Aditi Bansal - Class 10th E,2025-08-18 07:43:16,In Progress,MEN_INST_002_019,False,True,False,True,False,
ALT_INST_002_000724,STU_INST_002_0477,Uniform Violations,High,Uniform Violations flagged for student Vinod Bhatia - Class 11th E,2025-08-25 07:43:16,Resolved,MEN_INST_002_021,True,False,False,False,False,
ALT_INST_002_000725,STU_INST_002_0477,Counseling Needed,High,Counseling Needed flagged for student Vinod Bhatia - Class 11th E,2025-08-30 07:43:16,Active,MEN_INST_002_021,True,True,False,True,True,
ALT_INST_002_000726,STU_INST_002_0477,Uniform Violations,High,Uniform Violations flagged for student Vinod Bhatia - Class 11th E,2025-09-09 07:43:16,Resolved,MEN_INST_002_021,True,False,False,True,True,2025-09-28
ALT_INST_002_000727,STU_INST_002_0478,Fee Defaulter,Medium,Fee Defaulter flagged for student Karan Gowda - Class 11th B,2025-08-21 07:43:16,In Progress,MEN_INST_002_022,False,False,False,True,True,
ALT_INST_002_000728,STU_INST_002_0479,Fee Defaulter,Medium,Fee Defaulter flagged for student Arjun Bhatt - Class 9th D,2025-09-03 07:43:16,In Progress,MEN_INST_002_023,False,False,True,False,True,2025-09-19
ALT_INST_002_000729,STU_INST_002_0479,Homework Default,Medium,Homework Default flagged for student Arjun Bhatt - Class 9th D,2025-09-09 07:43:16,Active,MEN_INST_002_023,False,False,False,False,False,2025-10-01
ALT_INST_002_000730,STU_INST_002_0481,Counseling Needed,Medium,Counseling Needed flagged for student Meera Ganguly - Class 11th C,2025-09-04 07:43:16,Active,MEN_INST_002_001,False,False,True,False,False,
ALT_INST_002_000731,STU_INST_002_0482,Chronic Absenteeism,Medium,Chronic Absenteeism flagged for student Shweta Roy - Class 9th C,2025-08-30 07:43:16,Acknowledged,MEN_INST_002_002,False,False,False,True,True,2025-09-28
ALT_INST_002_000732,STU_INST_002_0482,Chronic Absenteeism,Medium,Chronic Absenteeism flagged for student Shweta Roy - Class 9th C,2025-09-05 07:43:16,In Progress,MEN_INST_002_002,False,True,True,True,True,
ALT_INST_002_000733,STU_INST_002_0483,Medical Attention Required,Medium,Medical Attention Required flagged for student Preeti Shinde - Class 9th D,2025-09-02 07:43:16,Active,MEN_INST_002_003,False,True,True,True,True,2025-09-17
ALT_INST_002_000734,STU_INST_002_0483,Homework Default,Medium,Homework Default flagged for student Preeti Shinde - Class 9th D,2025-08-30 07:43:16,In Progress,MEN_INST_002_003,False,False,False,False,True,
ALT_INST_002_000735,STU_INST_002_0483,Parent Meeting Required,Medium,Parent Meeting Required flagged for student Preeti Shinde - Class 9th D,2025-09-15 07:43:16,In Progress,MEN_INST_002_003,False,True,False,False,False,2025-09-26
ALT_INST_002_000736,STU_INST_002_0484,Counseling Needed,Medium,Counseling Needed flagged for student Isha Panchal - Class 9th D,2025-09-05 07:43:16,Active,MEN_INST_002_004,False,False,True,True,False,
ALT_INST_002_000737,STU_INST_002_0484,Counseling Needed,Medium,Counseling Needed flagged for student Isha Panchal - Class 9th D,2025-09-11 07:43:16,Active,MEN_INST_002_004,False,True,False,True,False,
ALT_INST_002_000738,STU_INST_002_0485,Chronic Absenteeism,Low,Chronic Absenteeism flagged for student Vinod Arora - Class 9th E,2025-09-03 07:43:16,Acknowledged,MEN_INST_002_005,False,True,False,False,True,2025-09-19
ALT_INST_002_000739,STU_INST_002_0486,Academic Decline,Medium,Academic Decline flagged for student Ankit Verma - Class 9th B,2025-08-26 07:43:16,In Progress,MEN_INST_002_006,False,False,True,False,False,
ALT_INST_002_000740,STU_INST_002_0488,Behavioral Issues,Medium,Behavioral Issues flagged for student Shivansh Krishnan - Class 10th A,2025-09-04 07:43:16,Active,MEN_INST_002_008,False,True,False,True,False,2025-09-23
ALT_INST_002_000741,STU_INST_002_0489,Chronic Absenteeism,Medium,Chronic Absenteeism flagged for student Ishaan More - Class 10th E,2025-08-29 07:43:16,In Progress,MEN_INST_002_009,False,True,False,True,False,
ALT_INST_002_000742,STU_INST_002_0489,Low Attendance,Medium,Low Attendance flagged for student Ishaan More - Class 10th E,2025-08-30 07:43:16,In Progress,MEN_INST_002_009,False,True,True,False,True,
ALT_INST_002_000743,STU_INST_002_0490,Behavioral Issues,High,Behavioral Issues flagged for student Rajesh Venkatesh - Class 12th C,2025-09-07 07:43:16,Resolved,MEN_INST_002_010,True,True,True,True,False,
ALT_INST_002_000744,STU_INST_002_0490,Uniform Violations,High,Uniform Violations flagged for student Rajesh Venkatesh - Class 12th C,2025-09-06 07:43:16,Resolved,MEN_INST_002_010,True,True,False,True,True,
ALT_INST_002_000745,STU_INST_002_0490,Parent Meeting Required,High,Parent Meeting Required flagged for student Rajesh Venkatesh - Class 12th C,2025-09-16 07:43:16,Acknowledged,MEN_INST_002_010,True,False,True,True,False,
ALT_INST_002_000746,STU_INST_002_0490,Behavioral Issues,High,Behavioral Issues flagged for student Rajesh Venkatesh - Class 12th C,2025-08-18 07:43:16,In Progress,MEN_INST_002_010,True,False,False,False,True,2025-09-29
ALT_INST_002_000747,STU_INST_002_0491,Low Attendance,Medium,Low Attendance flagged for student Sai Gupta - Class 9th C,2025-08-28 07:43:16,Active,MEN_INST_002_011,False,True,True,True,False,2025-09-30
ALT_INST_002_000748,STU_INST_002_0491,Low Attendance,Medium,Low Attendance flagged for student Sai Gupta - Class 9th C,2025-08-21 07:43:16,In Progress,MEN_INST_002_011,False,True,True,False,False,
ALT_INST_002_000749,STU_INST_002_0491,Parent Meeting Required,Medium,Parent Meeting Required flagged for student Sai Gupta - Class 9th C,2025-09-05 07:43:16,Acknowledged,MEN_INST_002_011,False,False,False,True,False,
ALT_INST_002_000750,STU_INST_002_0493,Fee Defaulter,Medium,Fee Defaulter flagged for student Advait Saxena - Class 12th B,2025-09-08 07:43:16,Active,MEN_INST_002_013,False,False,True,False,False,
ALT_INST_002_000751,STU_INST_002_0493,Parent Meeting Required,Medium,Parent Meeting Required flagged for student Advait Saxena - Class 12th B,2025-08-26 07:43:16,Resolved,MEN_INST_002_013,False,True,False,False,True,
ALT_INST_002_000752,STU_INST_002_0493,Academic Decline,Medium,Academic Decline flagged for student Advait Saxena - Class 12th B,2025-08-24 07:43:16,Acknowledged,MEN_INST_002_013,False,False,False,False,False,2025-09-28
ALT_INST_002_000753,STU_INST_002_0494,Counseling Needed,Medium,Counseling Needed flagged for student Anjali Shinde - Class 11th C,2025-09-09 07:43:16,Resolved,MEN_INST_002_014,False,True,True,False,False,2025-09-25
ALT_INST_002_000754,STU_INST_002_0494,Behavioral Issues,Medium,Behavioral Issues flagged for student Anjali Shinde - Class 11th C,2025-08-29 07:43:16,Acknowledged,MEN_INST_002_014,False,False,True,True,False,
ALT_INST_002_000755,STU_INST_002_0495,Counseling Needed,Low,Counseling Needed flagged for student Saanvi Kumar - Class 11th D,2025-09-14 07:43:16,Acknowledged,MEN_INST_002_015,False,True,False,False,True,2025-10-01
ALT_INST_002_000756,STU_INST_002_0498,Fee Defaulter,Medium,Fee Defaulter flagged for student Rohan Sen - Class 9th D,2025-08-31 07:43:16,Acknowledged,MEN_INST_002_018,False,False,False,True,False,2025-09-17
ALT_INST_002_000757,STU_INST_002_0498,Homework Default,Medium,Homework Default flagged for student Rohan Sen - Class 9th D,2025-09-12 07:43:16,Resolved,MEN_INST_002_018,False,True,False,True,False,
ALT_INST_002_000758,STU_INST_002_0499,Homework Default,High,Homework Default flagged for student Sai Shetty - Class 12th B,2025-08-30 07:43:16,Active,MEN_INST_002_019,True,False,True,True,True,2025-09-27
ALT_INST_002_000759,STU_INST_002_0499,Parent Meeting Required,High,Parent Meeting Required flagged for student Sai Shetty - Class 12th B,2025-09-05 07:43:16,Resolved,MEN_INST_002_019,True,True,False,True,True,
ALT_INST_002_000760,STU_INST_002_0499,Homework Default,High,Homework Default flagged for student Sai Shetty - Class 12th B,2025-09-05 07:43:16,Resolved,MEN_INST_002_019,False,True,False,False,True,2025-09-27
ALT_INST_002_000761,STU_INST_002_0500,Chronic Absenteeism,Medium,Chronic Absenteeism flagged for student Priyanka Mittal - Class 10th A,2025-09-10 07:43:16,In Progress,MEN_INST_002_020,False,True,True,False,False,2025-09-20
ALT_INST_002_000762,STU_INST_002_0500,Low Attendance,Medium,Low Attendance flagged for student Priyanka Mittal - Class 10th A,2025-08-21 07:43:16,Active,MEN_INST_002_020,False,True,True,False,False,
ALT_INST_002_000763,STU_INST_002_0500,Chronic Absenteeism,Medium,Chronic Absenteeism flagged for student Priyanka Mittal - Class 10th A,2025-08-23 07:43:16,Resolved,MEN_INST_002_020,False,False,True,False,False,2025-09-21
ALT_INST_002_000764,STU_INST_002_0501,Poor Academic Performance,Low,Poor Academic Performance flagged for student Dhruv Panchal - Class 12th E,2025-08-29 07:43:16,Resolved,MEN_INST_002_021,False,False,False,False,True,
ALT_INST_002_000765,STU_INST_002_0502,Medical Attention Required,Medium,Medical Attention Required flagged for student Swati Chopra - Class 11th D,2025-09-03 07:43:16,Resolved,MEN_INST_002_022,False,True,True,True,True,2025-09-20
ALT_INST_002_000766,STU_INST_002_0503,Behavioral Issues,Low,Behavioral Issues flagged for student Nitin Rao - Class 9th E,2025-09-08 07:43:16,Active,MEN_INST_002_023,False,False,True,True,True,
ALT_INST_002_000767,STU_INST_002_0505,Homework Default,High,Homework Default flagged for student Kriti Pal - Class 9th C,2025-08-19 07:43:16,Active,MEN_INST_002_001,True,True,True,True,False,2025-09-19
ALT_INST_002_000768,STU_INST_002_0505,Counseling Needed,High,Counseling Needed flagged for student Kriti Pal - Class 9th C,2025-08-23 07:43:16,In Progress,MEN_INST_002_001,True,False,True,False,False,
ALT_INST_002_000769,STU_INST_002_0505,Uniform Violations,High,Uniform Violations flagged for student Kriti Pal - Class 9th C,2025-09-07 07:43:16,Resolved,MEN_INST_002_001,False,False,False,False,True,2025-09-22
ALT_INST_002_000770,STU_INST_002_0505,Parent Meeting Required,High,Parent Meeting Required flagged for student Kriti Pal - Class 9th C,2025-08-31 07:43:16,Active,MEN_INST_002_001,False,True,False,True,False,
ALT_INST_002_000771,STU_INST_002_0505,Poor Academic Performance,Critical,Poor Academic Performance flagged for student Kriti Pal - Class 9th C,2025-09-07 07:43:16,Resolved,MEN_INST_002_001,False,True,False,False,True,2025-09-27
ALT_INST_002_000772,STU_INST_002_0505,Counseling Needed,High,Counseling Needed flagged for student Kriti Pal - Class 9th C,2025-09-03 07:43:16,Resolved,MEN_INST_002_001,True,False,False,True,True,
ALT_INST_002_000773,STU_INST_002_0506,Homework Default,Low,Homework Default flagged for student Diya Roy - Class 11th C,2025-08-29 07:43:16,Resolved,MEN_INST_002_002,False,True,False,True,False,2025-09-30
ALT_INST_002_000774,STU_INST_002_0507,Behavioral Issues,Low,Behavioral Issues flagged for student Rekha Gupta - Class 11th D,2025-08-27 07:43:16,In Progress,MEN_INST_002_003,False,True,True,False,False,2025-09-25
ALT_INST_002_000775,STU_INST_002_0508,Chronic Absenteeism,Medium,Chronic Absenteeism flagged for student Diya Panchal - Class 12th A,2025-09-07 07:43:16,In Progress,MEN_INST_002_004,False,True,False,False,True,
ALT_INST_002_000776,STU_INST_002_0508,Academic Decline,Medium,Academic Decline flagged for student Diya Panchal - Class 12th A,2025-09-12 07:43:16,Active,MEN_INST_002_004,False,False,True,True,False,2025-09-23
ALT_INST_002_000777,STU_INST_002_0509,Fee Defaulter,Medium,Fee Defaulter flagged for student Ira Goyal - Class 10th B,2025-09-13 07:43:16,Resolved,MEN_INST_002_005,False,False,True,False,False,2025-09-19
ALT_INST_002_000778,STU_INST_002_0509,Behavioral Issues,Medium,Behavioral Issues flagged for student Ira Goyal - Class 10th B,2025-09-13 07:43:16,Acknowledged,MEN_INST_002_005,False,False,False,True,True,
ALT_INST_002_000779,STU_INST_002_0510,Parent Meeting Required,Medium,Parent Meeting Required flagged for student Atharv Patel - Class 12th E,2025-09-01 07:43:16,In Progress,MEN_INST_002_006,False,True,False,True,True,2025-09-27
ALT_INST_002_000780,STU_INST_002_0510,Poor Academic Performance,Medium,Poor Academic Performance flagged for student Atharv Patel - Class 12th E,2025-08-24 07:43:16,Acknowledged,MEN_INST_002_006,False,False,False,True,False,2025-09-23
ALT_INST_002_000781,STU_INST_002_0511,Medical Attention Required,Medium,Medical Attention Required flagged for student Karan Dubey - Class 11th D,2025-09-10 07:43:16,Acknowledged,MEN_INST_002_007,False,True,False,True,False,
ALT_INST_002_000782,STU_INST_002_0512,Behavioral Issues,Medium,Behavioral Issues flagged for student Rajesh Arora - Class 11th B,2025-09-15 07:43:16,Active,MEN_INST_002_008,False,False,True,False,True,2025-09-19
ALT_INST_002_000783,STU_INST_002_0512,Behavioral Issues,Medium,Behavioral Issues flagged for student Rajesh Arora - Class 11th B,2025-08-26 07:43:16,Acknowledged,MEN_INST_002_008,False,False,False,False,False,
ALT_INST_002_000784,STU_INST_002_0513,Poor Academic Performance,Low,Poor Academic Performance flagged for student Sana Shetty - Class 11th D,2025-08-22 07:43:16,Active,MEN_INST_002_009,False,True,False,False,False,2025-09-27
ALT_INST_002_000785,STU_INST_002_0514,Counseling Needed,Medium,Counseling Needed flagged for student Ishaan Reddy - Class 12th C,2025-08-18 07:43:16,Acknowledged,MEN_INST_002_010,False,True,True,False,True,
ALT_INST_002_000786,STU_INST_002_0514,Uniform Violations,Medium,Uniform Violations flagged for student Ishaan Reddy - Class 12th C,2025-08-22 07:43:16,In Progress,MEN_INST_002_010,False,False,False,False,False,2025-09-28
ALT_INST_002_000787,STU_INST_002_0514,Poor Academic Performance,Medium,Poor Academic Performance flagged for student Ishaan Reddy - Class 12th C,2025-08-17 07:43:16,In Progress,MEN_INST_002_010,False,False,True,False,True,2025-09-30
ALT_INST_002_000788,STU_INST_002_0515,Uniform Violations,Medium,Uniform Violations flagged for student Riya Thakkar - Class 11th B,2025-09-13 07:43:16,Resolved,MEN_INST_002_011,False,True,True,False,True,2025-09-23
ALT_INST_002_000789,STU_INST_002_0515,Counseling Needed,Medium,Counseling Needed flagged for student Riya Thakkar - Class 11th B,2025-08-17 07:43:16,Acknowledged,MEN_INST_002_011,False,False,False,True,True,
ALT_INST_002_000790,STU_INST_002_0515,Fee Defaulter,Medium,Fee Defaulter flagged for student Riya Thakkar - Class 11th B,2025-09-09 07:43:16,Resolved,MEN_INST_002_011,False,True,False,False,False,
ALT_INST_002_000791,STU_INST_002_0516,Low Attendance,Medium,Low Attendance flagged for student Arya Dubey - Class 9th C,2025-08-25 07:43:16,Resolved,MEN_INST_002_012,False,False,True,False,False,
ALT_INST_002_000792,STU_INST_002_0516,Fee Defaulter,Medium,Fee Defaulter flagged for student Arya Dubey - Class 9th C,2025-08-18 07:43:16,Resolved,MEN_INST_002_012,False,True,False,False,True,2025-09-21
ALT_INST_002_000793,STU_INST_002_0517,Low Attendance,Low,Low Attendance flagged for student Zara Bhattacharya - Class 9th C,2025-09-06 07:43:16,Resolved,MEN_INST_002_013,False,True,True,True,True,
ALT_INST_002_000794,STU_INST_002_0518,Fee Defaulter,Medium,Fee Defaulter flagged for student Tanvi Shah - Class 11th B,2025-09-06 07:43:16,In Progress,MEN_INST_002_014,False,False,True,True,True,
ALT_INST_002_000795,STU_INST_002_0518,Fee Defaulter,Medium,Fee Defaulter flagged for student Tanvi Shah - Class 11th B,2025-08-26 07:43:16,Resolved,MEN_INST_002_014,False,False,True,False,False,2025-09-28
ALT_INST_002_000796,STU_INST_002_0518,Homework Default,Medium,Homework Default flagged for student Tanvi Shah - Class 11th B,2025-09-10 07:43:16,Acknowledged,MEN_INST_002_014,False,False,True,False,False,2025-09-29
ALT_INST_002_000797,STU_INST_002_0519,Poor Academic Performance,Medium,Poor Academic Performance flagged for student Ankit Trivedi - Class 12th A,2025-08-28 07:43:16,In Progress,MEN_INST_002_015,False,False,True,True,False,
ALT_INST_002_000798,STU_INST_002_0522,Parent Meeting Required,Medium,Parent Meeting Required flagged for student Swati Deshpande - Class 9th E,2025-08-27 07:43:16,Active,MEN_INST_002_018,False,False,False,True,False,2025-09-29
ALT_INST_002_000799,STU_INST_002_0524,Counseling Needed,Medium,Counseling Needed flagged for student Ira Dutta - Class 10th E,2025-08-26 07:43:16,In Progress,MEN_INST_002_020,False,True,False,False,False,
ALT_INST_002_000800,STU_INST_002_0524,Poor Academic Performance,Medium,Poor Academic Performance flagged for student Ira Dutta - Class 10th E,2025-09-10 07:43:16,In Progress,MEN_INST_002_020,False,False,True,False,True,
ALT_INST_002_000801,STU_INST_002_0525,Academic Decline,Low,Academic Decline flagged for student Kiara Agarwal - Class 10th D,2025-08-24 07:43:16,In Progress,MEN_INST_002_021,False,False,False,False,False,2025-09-29
ALT_INST_002_000802,STU_INST_002_0526,Parent Meeting Required,Medium,Parent Meeting Required flagged for student Aadhya Saxena - Class 12th E,2025-09-15 07:43:16,Active,MEN_INST_002_022,False,False,True,True,False,2025-09-21
ALT_INST_002_000803,STU_INST_002_0526,Fee Defaulter,Medium,Fee Defaulter flagged for student Aadhya Saxena - Class 12th E,2025-09-01 07:43:16,Resolved,MEN_INST_002_022,False,False,False,False,True,2025-09-19
ALT_INST_002_000804,STU_INST_002_0527,Low Attendance,Medium,Low Attendance flagged for student Vinod Jadhav - Class 11th C,2025-08-22 07:43:16,Acknowledged,MEN_INST_002_023,False,False,False,True,True,2025-09-30
ALT_INST_002_000805,STU_INST_002_0528,Counseling Needed,Medium,Counseling Needed flagged for student Myra Saha - Class 11th E,2025-08-26 07:43:16,Resolved,MEN_INST_002_024,False,True,True,False,False,
ALT_INST_002_000806,STU_INST_002_0528,Academic Decline,Medium,Academic Decline flagged for student Myra Saha - Class 11th E,2025-09-03 07:43:16,Resolved,MEN_INST_002_024,False,False,True,True,True,
ALT_INST_002_000807,STU_INST_002_0529,Chronic Absenteeism,Medium,Chronic Absenteeism flagged for student Ishaan Mathur - Class 12th D,2025-09-11 07:43:16,Resolved,MEN_INST_002_001,False,True,True,False,True,2025-09-18
ALT_INST_002_000808,STU_INST_002_0530,Medical Attention Required,Low,Medical Attention Required flagged for student Divya Bose - Class 9th E,2025-09-09 07:43:16,Resolved,MEN_INST_002_002,False,True,False,True,True,2025-10-01
ALT_INST_002_000809,STU_INST_002_0531,Homework Default,Medium,Homework Default flagged for student Sana Gowda - Class 10th B,2025-09-10 07:43:16,Resolved,MEN_INST_002_003,False,True,False,True,False,
ALT_INST_002_000810,STU_INST_002_0531,Academic Decline,Medium,Academic Decline flagged for student Sana Gowda - Class 10th B,2025-08-26 07:43:16,Acknowledged,MEN_INST_002_003,False,True,False,True,False,
ALT_INST_002_000811,STU_INST_002_0532,Uniform Violations,Medium,Uniform Violations flagged for student Shaurya Bhattacharya - Class 10th D,2025-08-17 07:43:16,In Progress,MEN_INST_002_004,False,False,False,True,True,
ALT_INST_002_000812,STU_INST_002_0532,Low Attendance,Medium,Low Attendance flagged for student Shaurya Bhattacharya - Class 10th D,2025-08-19 07:43:16,Active,MEN_INST_002_004,False,False,False,False,False,
ALT_INST_002_000813,STU_INST_002_0533,Academic Decline,High,Academic Decline flagged for student Nitin Kumar - Class 9th E,2025-09-01 07:43:16,Active,MEN_INST_002_005,True,True,True,True,False,2025-09-26
ALT_INST_002_000814,STU_INST_002_0533,Parent Meeting Required,High,Parent Meeting Required flagged for student Nitin Kumar - Class 9th E,2025-08-20 07:43:16,Acknowledged,MEN_INST_002_005,False,True,True,True,False,
ALT_INST_002_000815,STU_INST_002_0533,Medical Attention Required,High,Medical Attention Required flagged for student Nitin Kumar - Class 9th E,2025-09-04 07:43:16,Active,MEN_INST_002_005,True,False,True,True,False,2025-09-21
ALT_INST_002_000816,STU_INST_002_0533,Behavioral Issues,High,Behavioral Issues flagged for student Nitin Kumar - Class 9th E,2025-09-11 07:43:16,Acknowledged,MEN_INST_002_005,True,True,True,False,False,2025-09-21
ALT_INST_002_000817,STU_INST_002_0534,Parent Meeting Required,Medium,Parent Meeting Required flagged for student Zara Bhatt - Class 11th C,2025-09-09 07:43:16,Resolved,MEN_INST_002_006,False,False,False,True,False,2025-09-29
ALT_INST_002_000818,STU_INST_002_0535,Medical Attention Required,Medium,Medical Attention Required flagged for student Navya Ganguly - Class 11th B,2025-08-27 07:43:16,Acknowledged,MEN_INST_002_007,False,True,True,False,True,2025-09-22
ALT_INST_002_000819,STU_INST_002_0535,Behavioral Issues,Medium,Behavioral Issues flagged for student Navya Ganguly - Class 11th B,2025-08-28 07:43:16,Active,MEN_INST_002_007,False,True,False,True,True,
ALT_INST_002_000820,STU_INST_002_0535,Poor Academic Performance,Medium,Poor Academic Performance flagged for student Navya Ganguly - Class 11th B,2025-08-31 07:43:16,In Progress,MEN_INST_002_007,False,True,True,False,True,
ALT_INST_002_000821,STU_INST_002_0536,Poor Academic Performance,Critical,Poor Academic Performance flagged for student Sana Biswas - Class 11th D,2025-09-14 07:43:16,Acknowledged,MEN_INST_002_008,True,True,True,True,True,
ALT_INST_002_000822,STU_INST_002_0536,Uniform Violations,High,Uniform Violations flagged for student Sana Biswas - Class 11th D,2025-08-24 07:43:16,Acknowledged,MEN_INST_002_008,True,False,False,True,True,2025-09-20
ALT_INST_002_000823,STU_INST_002_0536,Academic Decline,High,Academic Decline flagged for student Sana Biswas - Class 11th D,2025-09-11 07:43:16,Acknowledged,MEN_INST_002_008,True,True,True,True,False,2025-09-26
ALT_INST_002_000824,STU_INST_002_0536,Low Attendance,High,Low Attendance flagged for student Sana Biswas - Class 11th D,2025-09-06 07:43:16,In Progress,MEN_INST_002_008,False,True,True,False,True,2025-09-19
ALT_INST_002_000825,STU_INST_002_0536,Medical Attention Required,High,Medical Attention Required flagged for student Sana Biswas - Class 11th D,2025-09-09 07:43:16,In Progress,MEN_INST_002_008,True,False,True,True,False,
ALT_INST_002_000826,STU_INST_002_0536,Uniform Violations,High,Uniform Violations flagged for student Sana Biswas - Class 11th D,2025-08-30 07:43:16,Active,MEN_INST_002_008,False,False,False,True,False,2025-10-01
ALT_INST_002_000827,STU_INST_002_0537,Uniform Violations,Low,Uniform Violations flagged for student Pooja Mathur - Class 11th C,2025-08-25 07:43:16,Acknowledged,MEN_INST_002_009,False,True,False,False,False,2025-09-20
