activity_id,student_id,activity_name,participation_level,start_date,performance_rating,achievements,attendance_percentage,instructor
ACT_INST_002_000542,STU_INST_002_0479,Table Tennis,Intermediate,2025-04-21,Good,,84,Shalini Modi
ACT_INST_002_000543,STU_INST_002_0480,Athletics,Intermediate,2025-01-11,Excellent,,78,Maya Chaturvedi
ACT_INST_002_000544,STU_INST_002_0480,Yoga,Beginner,2025-03-28,Average,,77,Tanya Sen
ACT_INST_002_000545,STU_INST_002_0481,Music,Beginner,2025-05-30,Needs Improvement,,89,Aarav Iyer
ACT_INST_002_000546,STU_INST_002_0481,Music,Beginner,2025-07-18,Excellent,District Level Participant,97,Abhishek Dave
ACT_INST_002_000547,STU_INST_002_0481,Cricket,Beginner,2024-12-24,Good,,74,Aditya Pillai
ACT_INST_002_000548,STU_INST_002_0483,Art & Craft,Beginner,2025-08-13,Very Good,District Level Participant,75,Ira Sen
ACT_INST_002_000549,STU_INST_002_0483,Badminton,Advanced,2025-06-11,Good,,72,Khushi Bhatt
ACT_INST_002_000550,STU_INST_002_0483,Badminton,Intermediate,2025-07-28,Excellent,,89,Seema Chakraborty
ACT_INST_002_000551,STU_INST_002_0485,Drama,Beginner,2025-06-04,Excellent,,88,Tanvi Desai
ACT_INST_002_000552,STU_INST_002_0485,Dance,Beginner,2025-02-06,Very Good,,73,Shivansh Aggarwal
ACT_INST_002_000553,STU_INST_002_0485,Drama,Beginner,2025-04-26,Average,,96,Ashish Chowdhury
ACT_INST_002_000554,STU_INST_002_0488,Basketball,Advanced,2025-04-21,Good,,79,Akash Joshi
ACT_INST_002_000555,STU_INST_002_0488,Music,Advanced,2024-11-21,Needs Improvement,,99,Ashish Pillai
ACT_INST_002_000556,STU_INST_002_0491,Basketball,Advanced,2025-08-12,Good,,70,Kiara Iyer
ACT_INST_002_000557,STU_INST_002_0493,Athletics,Beginner,2024-10-15,Good,School Level Winner,93,Arnav Kumar
ACT_INST_002_000558,STU_INST_002_0493,Cultural Committee,Beginner,2024-11-20,Average,Certificate of Participation,84,Sai Das
ACT_INST_002_000559,STU_INST_002_0493,Table Tennis,Advanced,2025-01-22,Average,,72,Shweta Saha
ACT_INST_002_000560,STU_INST_002_0494,Cultural Committee,Beginner,2024-11-25,Average,,79,Vivaan Mitra
ACT_INST_002_000561,STU_INST_002_0494,Environmental Club,Intermediate,2025-03-17,Needs Improvement,,81,Shalini Reddy
ACT_INST_002_000562,STU_INST_002_0495,Drama,Intermediate,2025-06-14,Very Good,,90,Zara Gupta
ACT_INST_002_000563,STU_INST_002_0495,Environmental Club,Intermediate,2024-12-30,Average,,83,Ananya Shukla
ACT_INST_002_000564,STU_INST_002_0496,Drama,Advanced,2024-09-17,Excellent,,100,Deepak Patil
ACT_INST_002_000565,STU_INST_002_0496,Art & Craft,Intermediate,2025-05-26,Excellent,,89,Ankit Krishnan
ACT_INST_002_000566,STU_INST_002_0497,Music,Beginner,2025-01-21,Average,,73,Dev Biswas
ACT_INST_002_000567,STU_INST_002_0497,Yoga,Advanced,2025-04-09,Needs Improvement,,88,Diya Mathur
ACT_INST_002_000568,STU_INST_002_0498,Literary Society,Intermediate,2025-02-07,Excellent,District Level Participant,97,Neha Malhotra
ACT_INST_002_000569,STU_INST_002_0498,Karate,Advanced,2024-12-10,Needs Improvement,District Level Participant,83,Nidhi Dave
ACT_INST_002_000570,STU_INST_002_0498,Drama,Beginner,2025-02-24,Excellent,,80,Nitin Mandal
ACT_INST_002_000571,STU_INST_002_0499,Literary Society,Intermediate,2024-12-13,Average,School Level Winner,98,Reyansh Bhattacharya
ACT_INST_002_000572,STU_INST_002_0500,Art & Craft,Advanced,2024-09-19,Average,,81,Anjali Pawar
ACT_INST_002_000573,STU_INST_002_0500,Yoga,Intermediate,2025-03-30,Excellent,,94,Rajesh Bose
ACT_INST_002_000574,STU_INST_002_0501,Science Club,Intermediate,2025-06-09,Needs Improvement,District Level Participant,90,Riya Singhal
ACT_INST_002_000575,STU_INST_002_0502,Science Club,Beginner,2025-05-11,Good,,97,Priyanka Kumar
ACT_INST_002_000576,STU_INST_002_0505,Basketball,Beginner,2025-07-18,Excellent,,93,Aryan Kumar
ACT_INST_002_000577,STU_INST_002_0505,Drama,Intermediate,2025-08-02,Average,School Level Winner,91,Dhruv Vyas
ACT_INST_002_000578,STU_INST_002_0505,Yoga,Beginner,2025-08-03,Average,,97,Anika Malhotra
ACT_INST_002_000579,STU_INST_002_0506,Debate,Beginner,2025-01-02,Excellent,District Level Participant,76,Sara Aggarwal
ACT_INST_002_000580,STU_INST_002_0506,Table Tennis,Beginner,2025-07-15,Average,,96,Sara Pal
ACT_INST_002_000581,STU_INST_002_0507,Basketball,Beginner,2025-04-17,Average,,78,Raj Hegde
ACT_INST_002_000582,STU_INST_002_0507,Environmental Club,Intermediate,2024-12-21,Average,School Level Winner,89,Seema Gupta
ACT_INST_002_000583,STU_INST_002_0508,Yoga,Beginner,2024-10-21,Good,,75,Sapna Mittal
ACT_INST_002_000584,STU_INST_002_0508,Drama,Beginner,2025-04-28,Needs Improvement,State Level Qualifier,98,Advik Gupta
ACT_INST_002_000585,STU_INST_002_0511,Cricket,Advanced,2025-06-06,Very Good,District Level Participant,80,Maya Kulkarni
ACT_INST_002_000586,STU_INST_002_0514,Karate,Intermediate,2025-03-26,Very Good,,79,Aditi Chopra
ACT_INST_002_000587,STU_INST_002_0514,Karate,Beginner,2024-11-12,Good,,82,Seema Verma
ACT_INST_002_000588,STU_INST_002_0514,Debate,Beginner,2025-04-19,Needs Improvement,,98,Sai Sharma
ACT_INST_002_000589,STU_INST_002_0515,Basketball,Intermediate,2025-01-20,Excellent,District Level Participant,93,Sneha Bansal
ACT_INST_002_000590,STU_INST_002_0516,Athletics,Advanced,2024-12-04,Very Good,,87,Laksh Pal
ACT_INST_002_000591,STU_INST_002_0517,Dance,Advanced,2025-05-09,Excellent,,88,Anika Bansal
ACT_INST_002_000592,STU_INST_002_0517,Cricket,Intermediate,2025-02-08,Very Good,,89,Aditi Deshpande
ACT_INST_002_000593,STU_INST_002_0518,Badminton,Advanced,2024-09-24,Average,,95,Arnav Kapoor
ACT_INST_002_000594,STU_INST_002_0520,Drama,Beginner,2025-07-30,Very Good,,83,Priya Mitra
ACT_INST_002_000595,STU_INST_002_0520,Table Tennis,Advanced,2025-07-27,Needs Improvement,,79,Aarav Kale
ACT_INST_002_000596,STU_INST_002_0521,Table Tennis,Intermediate,2025-01-31,Good,Certificate of Participation,77,Ishaan Singhal
ACT_INST_002_000597,STU_INST_002_0521,Music,Advanced,2025-08-08,Good,,82,Dhruv Suthar
ACT_INST_002_000598,STU_INST_002_0524,Environmental Club,Advanced,2024-12-22,Very Good,District Level Participant,99,Shriya Iyer
ACT_INST_002_000599,STU_INST_002_0524,Drama,Advanced,2024-11-29,Average,,82,Dhruv Krishnan
ACT_INST_002_000600,STU_INST_002_0524,Debate,Advanced,2024-09-28,Needs Improvement,,98,Sai Reddy
ACT_INST_002_000601,STU_INST_002_0525,Cultural Committee,Advanced,2025-02-20,Average,,87,Manisha Biswas
ACT_INST_002_000602,STU_INST_002_0526,Science Club,Beginner,2024-10-22,Excellent,Certificate of Participation,73,Varun Kapoor
ACT_INST_002_000603,STU_INST_002_0526,Cultural Committee,Beginner,2024-10-29,Needs Improvement,,78,Tanya Mathur
ACT_INST_002_000604,STU_INST_002_0528,Quiz,Beginner,2024-10-22,Needs Improvement,State Level Qualifier,73,Seema Pawar
ACT_INST_002_000605,STU_INST_002_0529,Science Club,Advanced,2025-02-02,Very Good,,97,Manisha Ganguly
ACT_INST_002_000606,STU_INST_002_0529,Drama,Beginner,2025-06-12,Needs Improvement,,70,Priya Kapoor
ACT_INST_002_000607,STU_INST_002_0531,Science Club,Beginner,2025-06-18,Needs Improvement,,78,Pooja Venkatesh
ACT_INST_002_000608,STU_INST_002_0531,Cricket,Beginner,2024-11-10,Needs Improvement,State Level Qualifier,89,Kavita Bhatia
ACT_INST_002_000609,STU_INST_002_0533,Yoga,Advanced,2025-04-11,Good,,83,Atharv Goel
ACT_INST_002_000610,STU_INST_002_0533,Table Tennis,Advanced,2025-04-06,Good,,80,Vinod Sharma
ACT_INST_002_000611,STU_INST_002_0533,Literary Society,Advanced,2025-07-16,Good,,71,Abhishek Bhattacharya
ACT_INST_002_000612,STU_INST_002_0534,Basketball,Beginner,2025-06-22,Good,,83,Avni Sharma
ACT_INST_002_000613,STU_INST_002_0534,Yoga,Beginner,2024-10-13,Good,,92,Swati Goel
ACT_INST_002_000614,STU_INST_002_0534,Literary Society,Intermediate,2025-01-16,Average,,92,Yash Kale
ACT_INST_002_000615,STU_INST_002_0536,Environmental Club,Intermediate,2025-02-18,Good,,91,Rohan Pawar
ACT_INST_002_000616,STU_INST_002_0537,Quiz,Beginner,2025-03-21,Good,,75,Rudra More
ACT_INST_002_000617,STU_INST_002_0537,Cultural Committee,Advanced,2025-03-05,Average,District Level Participant,71,Karan Gowda
ACT_INST_002_000618,STU_INST_002_0537,Football,Intermediate,2024-10-16,Average,,94,Dhruv Saxena
ACT_INST_002_000619,STU_INST_002_0538,Debate,Beginner,2025-07-12,Average,,79,Reyansh Aggarwal
ACT_INST_002_000620,STU_INST_002_0538,Cultural Committee,Intermediate,2025-08-17,Needs Improvement,School Level Winner,78,Aditi Bose
ACT_INST_002_000621,STU_INST_002_0538,Science Club,Advanced,2025-05-02,Very Good,School Level Winner,82,Sunita Chowdhury
ACT_INST_002_000622,STU_INST_002_0539,Athletics,Intermediate,2025-07-27,Very Good,,89,Swati Dutta
ACT_INST_002_000623,STU_INST_002_0541,Literary Society,Beginner,2024-12-27,Good,Certificate of Participation,92,Isha Kumar
ACT_INST_002_000624,STU_INST_002_0541,Cricket,Intermediate,2025-06-09,Needs Improvement,Certificate of Participation,70,Aditya Modi
ACT_INST_002_000625,STU_INST_002_0541,Drama,Beginner,2025-02-26,Average,,81,Shweta Kulkarni
ACT_INST_002_000626,STU_INST_002_0542,Karate,Advanced,2025-06-17,Excellent,,76,Laksh Mehta
ACT_INST_002_000627,STU_INST_002_0543,Environmental Club,Beginner,2025-04-21,Needs Improvement,,90,Ankit Srivastava
ACT_INST_002_000628,STU_INST_002_0543,Environmental Club,Advanced,2024-10-03,Needs Improvement,,85,Reyansh Mondal
ACT_INST_002_000629,STU_INST_002_0544,Yoga,Intermediate,2025-04-07,Very Good,,73,Deepika Kumar
ACT_INST_002_000630,STU_INST_002_0544,Literary Society,Intermediate,2025-08-02,Very Good,,98,Shalini Das
ACT_INST_002_000631,STU_INST_002_0545,Karate,Intermediate,2025-05-14,Excellent,,99,Akash More
ACT_INST_002_000632,STU_INST_002_0545,Music,Advanced,2024-09-26,Very Good,District Level Participant,93,Sanjay Trivedi
ACT_INST_002_000633,STU_INST_002_0546,Debate,Advanced,2025-01-18,Needs Improvement,,74,Kiara Hegde
ACT_INST_002_000634,STU_INST_002_0548,Quiz,Beginner,2024-10-25,Average,District Level Participant,83,Shaurya Tiwari
ACT_INST_002_000635,STU_INST_002_0548,Cricket,Beginner,2024-10-10,Needs Improvement,,92,Vikram Kulkarni
ACT_INST_002_000636,STU_INST_002_0549,Debate,Advanced,2025-06-06,Good,School Level Winner,78,Shalini Joshi
ACT_INST_002_000637,STU_INST_002_0549,Literary Society,Advanced,2025-06-23,Needs Improvement,,91,Ishaan Chowdhury
ACT_INST_002_000638,STU_INST_002_0549,Quiz,Beginner,2025-04-28,Excellent,,77,Aryan Deshpande
ACT_INST_002_000639,STU_INST_002_0550,Quiz,Beginner,2025-02-07,Good,,81,Ishika Mandal
ACT_INST_002_000640,STU_INST_002_0553,Art & Craft,Intermediate,2025-07-11,Good,,97,Kavya Mukherjee
ACT_INST_002_000641,STU_INST_002_0556,Table Tennis,Beginner,2025-07-17,Excellent,,89,Shivansh Bhatt
ACT_INST_002_000642,STU_INST_002_0557,Quiz,Beginner,2025-01-12,Average,,91,Ankit Sarkar
ACT_INST_002_000643,STU_INST_002_0557,Athletics,Beginner,2025-04-03,Good,,81,Priya Chowdhury
ACT_INST_002_000644,STU_INST_002_0557,Environmental Club,Beginner,2025-07-13,Very Good,District Level Participant,82,Ishika Pandey
ACT_INST_002_000645,STU_INST_002_0559,Table Tennis,Beginner,2025-06-22,Average,,95,Nidhi Chowdhury
ACT_INST_002_000646,STU_INST_002_0560,Badminton,Intermediate,2025-02-23,Very Good,,77,Swati Dave
ACT_INST_002_000647,STU_INST_002_0560,Science Club,Beginner,2025-06-17,Needs Improvement,,79,Atharv Mitra
ACT_INST_002_000648,STU_INST_002_0562,Badminton,Beginner,2024-10-11,Good,,88,Amit Chakraborty
ACT_INST_002_000649,STU_INST_002_0563,Environmental Club,Intermediate,2025-07-17,Excellent,,71,Harsh Patil
ACT_INST_002_000650,STU_INST_002_0564,Cultural Committee,Intermediate,2024-12-26,Needs Improvement,,80,Divya Iyer
ACT_INST_002_000651,STU_INST_002_0564,Dance,Intermediate,2025-01-17,Average,,89,Rohan Aggarwal
ACT_INST_002_000652,STU_INST_002_0564,Quiz,Intermediate,2025-07-01,Very Good,,84,Saanvi Menon
ACT_INST_002_000653,STU_INST_002_0570,Football,Intermediate,2025-08-03,Average,,85,Abhishek Mandal
ACT_INST_002_000654,STU_INST_002_0570,Environmental Club,Intermediate,2025-03-31,Very Good,State Level Qualifier,90,Saanvi Tiwari
ACT_INST_002_000655,STU_INST_002_0571,Yoga,Intermediate,2025-08-05,Very Good,,95,Sai Srivastava
ACT_INST_002_000656,STU_INST_002_0572,Music,Advanced,2025-04-28,Good,,79,Yogesh Joshi
ACT_INST_002_000657,STU_INST_002_0572,Athletics,Intermediate,2025-06-18,Average,,94,Zara Shukla
ACT_INST_002_000658,STU_INST_002_0573,Quiz,Intermediate,2024-11-03,Good,,99,Ankit Krishnan
ACT_INST_002_000659,STU_INST_002_0574,Dance,Intermediate,2024-12-22,Average,,94,Atharv Chopra
ACT_INST_002_000660,STU_INST_002_0574,Table Tennis,Intermediate,2025-05-17,Average,,86,Rudra More
ACT_INST_002_000661,STU_INST_002_0575,Dance,Beginner,2025-02-13,Excellent,,79,Myra Vyas
ACT_INST_002_000662,STU_INST_002_0575,Science Club,Advanced,2025-06-25,Excellent,,74,Tanvi Sethi
ACT_INST_002_000663,STU_INST_002_0575,Music,Beginner,2025-01-31,Good,,90,Rudra Tiwari
ACT_INST_002_000664,STU_INST_002_0576,Art & Craft,Beginner,2025-02-19,Average,State Level Qualifier,92,Deepika Modi
ACT_INST_002_000665,STU_INST_002_0580,Football,Intermediate,2025-02-25,Excellent,,71,Ananya Khanna
ACT_INST_002_000666,STU_INST_002_0580,Literary Society,Intermediate,2025-02-26,Excellent,,86,Riya Bhat
ACT_INST_002_000667,STU_INST_002_0580,Quiz,Beginner,2025-04-03,Average,,100,Diya Venkatesh
ACT_INST_002_000668,STU_INST_002_0581,Art & Craft,Beginner,2025-04-04,Very Good,,81,Sneha Verma
ACT_INST_002_000669,STU_INST_002_0581,Science Club,Advanced,2024-12-27,Good,,97,Akash Krishnan
ACT_INST_002_000670,STU_INST_002_0581,Cultural Committee,Advanced,2025-04-29,Average,,95,Kiara Mishra
ACT_INST_002_000671,STU_INST_002_0582,Debate,Intermediate,2025-06-11,Excellent,,85,Harsh Kulkarni
ACT_INST_002_000672,STU_INST_002_0582,Cricket,Intermediate,2025-06-11,Very Good,,94,Isha Ganguly
ACT_INST_002_000673,STU_INST_002_0582,Environmental Club,Advanced,2025-03-20,Good,,95,Pihu Goel
ACT_INST_002_000674,STU_INST_002_0584,Badminton,Advanced,2025-02-02,Excellent,,85,Rohan Kamath
ACT_INST_002_000675,STU_INST_002_0586,Art & Craft,Intermediate,2025-04-04,Good,,94,Advik Mathur
ACT_INST_002_000676,STU_INST_002_0586,Literary Society,Beginner,2025-01-04,Needs Improvement,District Level Participant,75,Advait Desai
ACT_INST_002_000677,STU_INST_002_0586,Environmental Club,Beginner,2024-10-12,Needs Improvement,,87,Aditya Parikh
ACT_INST_002_000678,STU_INST_002_0587,Badminton,Beginner,2024-10-06,Average,,82,Ravi Mukherjee
ACT_INST_002_000679,STU_INST_002_0587,Basketball,Advanced,2025-02-22,Average,,79,Zara Bhat
ACT_INST_002_000680,STU_INST_002_0587,Dance,Advanced,2025-05-04,Good,,91,Rahul Bansal
ACT_INST_002_000681,STU_INST_002_0589,Table Tennis,Intermediate,2025-04-13,Needs Improvement,,79,Riya Pal
ACT_INST_002_000682,STU_INST_002_0590,Art & Craft,Intermediate,2025-07-28,Excellent,District Level Participant,72,Vinod Kapoor
ACT_INST_002_000683,STU_INST_002_0590,Basketball,Intermediate,2025-07-23,Good,,73,Saanvi Saxena
ACT_INST_002_000684,STU_INST_002_0590,Quiz,Advanced,2025-06-28,Excellent,,77,Arnav Nair
ACT_INST_002_000685,STU_INST_002_0591,Yoga,Advanced,2025-01-29,Excellent,,84,Avni Pal
ACT_INST_002_000686,STU_INST_002_0591,Athletics,Advanced,2025-01-13,Good,,75,Karan Bhatia
ACT_INST_002_000687,STU_INST_002_0594,Karate,Beginner,2025-05-03,Very Good,School Level Winner,94,Yash Kapoor
ACT_INST_002_000688,STU_INST_002_0594,Football,Intermediate,2025-06-23,Average,,100,Pooja Jain
ACT_INST_002_000689,STU_INST_002_0594,Drama,Advanced,2025-06-21,Excellent,,78,Arjun Srivastava
ACT_INST_002_000690,STU_INST_002_0595,Quiz,Intermediate,2024-10-16,Very Good,,100,Samar Mathur
ACT_INST_002_000691,STU_INST_002_0601,Football,Intermediate,2025-08-13,Very Good,,96,Navya Menon
ACT_INST_002_000692,STU_INST_002_0601,Basketball,Beginner,2024-09-23,Very Good,,72,Suresh Jadhav
ACT_INST_002_000693,STU_INST_002_0601,Music,Intermediate,2025-04-09,Needs Improvement,State Level Qualifier,80,Vihaan Chaturvedi
ACT_INST_002_000694,STU_INST_002_0602,Yoga,Advanced,2025-01-09,Excellent,,75,Advait Biswas
ACT_INST_002_000695,STU_INST_002_0603,Art & Craft,Intermediate,2025-03-26,Needs Improvement,,98,Kavita Singhal
ACT_INST_002_000696,STU_INST_002_0606,Yoga,Intermediate,2024-11-26,Very Good,,94,Preeti Das
ACT_INST_002_000697,STU_INST_002_0608,Athletics,Intermediate,2024-11-20,Needs Improvement,,95,Riyansh Thakkar
ACT_INST_002_000698,STU_INST_002_0609,Yoga,Advanced,2025-01-08,Needs Improvement,,77,Ayaan Mishra
ACT_INST_002_000699,STU_INST_002_0610,Drama,Beginner,2025-02-16,Average,,86,Vivaan Gupta
ACT_INST_002_000700,STU_INST_002_0611,Debate,Beginner,2025-06-08,Average,,92,Rudra Das
ACT_INST_002_000701,STU_INST_002_0611,Cricket,Advanced,2025-06-11,Excellent,,87,Ananya More
ACT_INST_002_000702,STU_INST_002_0611,Environmental Club,Intermediate,2024-10-27,Average,,88,Vikram Pillai
ACT_INST_002_000703,STU_INST_002_0612,Debate,Advanced,2025-06-22,Very Good,District Level Participant,89,Rashmi Bhat
ACT_INST_002_000704,STU_INST_002_0612,Cricket,Advanced,2025-03-17,Good,,72,Ravi Nair
ACT_INST_002_000705,STU_INST_002_0613,Cricket,Beginner,2025-07-10,Average,,98,Preeti Hegde
ACT_INST_002_000706,STU_INST_002_0615,Art & Craft,Intermediate,2025-05-14,Needs Improvement,,88,Samar Bansal
ACT_INST_002_000707,STU_INST_002_0616,Badminton,Advanced,2024-10-30,Very Good,,92,Dev Malhotra
ACT_INST_002_000708,STU_INST_002_0616,Cricket,Advanced,2024-12-11,Good,,76,Kavita Gupta
ACT_INST_002_000709,STU_INST_002_0616,Yoga,Beginner,2024-09-30,Needs Improvement,,73,Seema Kar
ACT_INST_002_000710,STU_INST_002_0617,Table Tennis,Advanced,2025-03-19,Average,,91,Kriti Joshi
ACT_INST_002_000711,STU_INST_002_0617,Environmental Club,Intermediate,2025-03-27,Very Good,District Level Participant,78,Sara Subramanian
ACT_INST_002_000712,STU_INST_002_0618,Debate,Beginner,2025-05-25,Excellent,,95,Raj Ghosh
ACT_INST_002_000713,STU_INST_002_0618,Cricket,Advanced,2024-10-12,Average,Certificate of Participation,84,Preeti Mitra
ACT_INST_002_000714,STU_INST_002_0618,Athletics,Intermediate,2025-03-22,Average,School Level Winner,82,Deepika Panchal
ACT_INST_002_000715,STU_INST_002_0619,Cultural Committee,Beginner,2024-10-22,Excellent,School Level Winner,89,Suresh Kumar
ACT_INST_002_000716,STU_INST_002_0619,Art & Craft,Intermediate,2024-11-01,Excellent,State Level Qualifier,86,Shivansh Modi
ACT_INST_002_000717,STU_INST_002_0621,Drama,Advanced,2024-12-17,Very Good,,76,Akash Thakkar
ACT_INST_002_000718,STU_INST_002_0621,Debate,Beginner,2024-12-14,Excellent,State Level Qualifier,98,Ayaan Mitra
ACT_INST_002_000719,STU_INST_002_0623,Music,Advanced,2024-10-27,Good,School Level Winner,78,Meera Saha
ACT_INST_002_000720,STU_INST_002_0623,Art & Craft,Intermediate,2025-01-13,Good,,90,Kavita Mitra
ACT_INST_002_000721,STU_INST_002_0624,Cricket,Intermediate,2025-01-09,Needs Improvement,,78,Shalini Singhal
ACT_INST_002_000722,STU_INST_002_0625,Environmental Club,Beginner,2025-02-07,Good,,83,Aadhya Hegde
ACT_INST_002_000723,STU_INST_002_0625,Table Tennis,Beginner,2025-01-24,Average,,94,Aadhya Reddy
ACT_INST_002_000724,STU_INST_002_0625,Music,Intermediate,2024-09-29,Excellent,,73,Pihu Sharma
ACT_INST_002_000725,STU_INST_002_0629,Table Tennis,Advanced,2025-03-18,Excellent,,75,Ira Patil
ACT_INST_002_000726,STU_INST_002_0629,Badminton,Beginner,2025-03-25,Excellent,,81,Suresh Hegde
ACT_INST_002_000727,STU_INST_002_0629,Literary Society,Advanced,2025-04-24,Needs Improvement,School Level Winner,70,Deepika Khanna
ACT_INST_002_000728,STU_INST_002_0631,Music,Intermediate,2024-12-05,Very Good,,99,Riyansh Jindal
ACT_INST_002_000729,STU_INST_002_0632,Cultural Committee,Advanced,2025-01-08,Average,,76,Navya Bhat
ACT_INST_002_000730,STU_INST_002_0636,Karate,Beginner,2024-11-01,Average,,79,Nitin Goyal
ACT_INST_002_000731,STU_INST_002_0636,Environmental Club,Beginner,2025-06-02,Very Good,District Level Participant,87,Advait Hegde
ACT_INST_002_000732,STU_INST_002_0637,Cricket,Intermediate,2025-06-10,Needs Improvement,,73,Riya Patil
ACT_INST_002_000733,STU_INST_002_0638,Yoga,Intermediate,2024-11-08,Needs Improvement,,79,Samar Trivedi
ACT_INST_002_000734,STU_INST_002_0638,Environmental Club,Intermediate,2025-02-15,Good,,71,Priyanka Mehta
ACT_INST_002_000735,STU_INST_002_0638,Science Club,Beginner,2025-05-03,Needs Improvement,,81,Manoj Kumar
ACT_INST_002_000736,STU_INST_002_0639,Table Tennis,Intermediate,2024-09-25,Good,School Level Winner,72,Advik Malhotra
ACT_INST_002_000737,STU_INST_002_0639,Literary Society,Advanced,2025-01-02,Excellent,,91,Sunita Goel
ACT_INST_002_000738,STU_INST_002_0640,Yoga,Beginner,2025-05-01,Excellent,,84,Neha Goel
ACT_INST_002_000739,STU_INST_002_0641,Table Tennis,Advanced,2025-03-20,Needs Improvement,,86,Pihu Kar
ACT_INST_002_000740,STU_INST_002_0641,Quiz,Advanced,2024-12-09,Good,Certificate of Participation,78,Riya Ganguly
ACT_INST_002_000741,STU_INST_002_0641,Debate,Beginner,2024-11-01,Very Good,,77,Rekha Mehta
ACT_INST_002_000742,STU_INST_002_0642,Athletics,Advanced,2024-11-10,Needs Improvement,,88,Sapna Malhotra
ACT_INST_002_000743,STU_INST_002_0642,Quiz,Advanced,2024-11-11,Excellent,,98,Advik Joshi
ACT_INST_002_000744,STU_INST_002_0645,Cultural Committee,Intermediate,2025-06-10,Very Good,,77,Avni Dave
ACT_INST_002_000745,STU_INST_002_0645,Art & Craft,Advanced,2025-05-12,Average,,89,Harsh Agarwal
ACT_INST_002_000746,STU_INST_002_0647,Basketball,Advanced,2024-10-03,Average,Certificate of Participation,98,Veer Kar
ACT_INST_002_000747,STU_INST_002_0648,Debate,Beginner,2024-12-18,Needs Improvement,,74,Aditya Khanna
ACT_INST_002_000748,STU_INST_002_0648,Music,Advanced,2024-12-08,Good,,84,Abhishek Banerjee
ACT_INST_002_000749,STU_INST_002_0652,Quiz,Beginner,2025-05-02,Needs Improvement,School Level Winner,86,Maya Kamath
ACT_INST_002_000750,STU_INST_002_0653,Athletics,Advanced,2024-11-13,Average,,77,Anil Singh
ACT_INST_002_000751,STU_INST_002_0653,Music,Advanced,2024-12-23,Average,,93,Rohan Rao
ACT_INST_002_000752,STU_INST_002_0654,Badminton,Advanced,2025-01-30,Excellent,Certificate of Participation,74,Diya Shinde
ACT_INST_002_000753,STU_INST_002_0654,Art & Craft,Advanced,2025-06-08,Very Good,State Level Qualifier,92,Arnav Saxena
ACT_INST_002_000754,STU_INST_002_0654,Athletics,Intermediate,2025-04-16,Excellent,,83,Advait Chaturvedi
ACT_INST_002_000755,STU_INST_002_0656,Literary Society,Advanced,2025-06-21,Very Good,,78,Rohan Parikh
ACT_INST_002_000756,STU_INST_002_0656,Football,Advanced,2025-04-20,Needs Improvement,District Level Participant,89,Priyanka Vyas
ACT_INST_002_000757,STU_INST_002_0658,Debate,Beginner,2025-04-30,Needs Improvement,,97,Ananya Vyas
ACT_INST_002_000758,STU_INST_002_0658,Science Club,Advanced,2025-05-30,Needs Improvement,,85,Vinod Patel
ACT_INST_002_000759,STU_INST_002_0658,Table Tennis,Intermediate,2025-01-11,Average,,76,Krishna Pillai
ACT_INST_002_000760,STU_INST_002_0659,Karate,Advanced,2024-12-16,Very Good,,92,Abhishek More
ACT_INST_002_000761,STU_INST_002_0659,Science Club,Advanced,2025-07-21,Very Good,,96,Aarav Subramanian
ACT_INST_002_000762,STU_INST_002_0660,Dance,Intermediate,2024-12-24,Very Good,,76,Meera Singh
ACT_INST_002_000763,STU_INST_002_0661,Cultural Committee,Advanced,2025-02-19,Excellent,,82,Riya Dubey
ACT_INST_002_000764,STU_INST_002_0662,Science Club,Intermediate,2025-07-22,Very Good,,70,Ishika Desai
ACT_INST_002_000765,STU_INST_002_0662,Drama,Beginner,2025-07-06,Excellent,,97,Manoj Kulkarni
ACT_INST_002_000766,STU_INST_002_0664,Art & Craft,Intermediate,2024-11-26,Average,,88,Rashmi Mathur
ACT_INST_002_000767,STU_INST_002_0664,Badminton,Advanced,2025-04-24,Excellent,Certificate of Participation,97,Laksh Shukla
ACT_INST_002_000768,STU_INST_002_0665,Basketball,Beginner,2025-02-26,Excellent,,72,Shalini Kumar
ACT_INST_002_000769,STU_INST_002_0665,Music,Intermediate,2025-03-15,Excellent,,75,Manoj Suthar
ACT_INST_002_000770,STU_INST_002_0665,Environmental Club,Intermediate,2024-12-02,Average,,100,Myra Joshi
ACT_INST_002_000771,STU_INST_002_0666,Yoga,Advanced,2024-10-01,Average,,94,Yash Jain
ACT_INST_002_000772,STU_INST_002_0666,Athletics,Beginner,2025-04-24,Excellent,,71,Shriya Panchal
ACT_INST_002_000773,STU_INST_002_0666,Science Club,Intermediate,2024-12-16,Good,,99,Shreya Tiwari
ACT_INST_002_000774,STU_INST_002_0668,Table Tennis,Advanced,2025-05-30,Average,,76,Atharv Krishnan
ACT_INST_002_000775,STU_INST_002_0668,Literary Society,Advanced,2025-06-26,Needs Improvement,,96,Sana Desai
ACT_INST_002_000776,STU_INST_002_0668,Cricket,Advanced,2025-01-02,Average,Certificate of Participation,82,Arya Gupta
ACT_INST_002_000777,STU_INST_002_0670,Badminton,Intermediate,2024-11-28,Good,State Level Qualifier,78,Atharv Bose
ACT_INST_002_000778,STU_INST_002_0672,Dance,Advanced,2025-02-19,Excellent,,76,Sunita Menon
