student_id,institute_id,parent_id,mentor_id,name,gender,grade,section,roll_number,date_of_birth,admission_date,academic_year,attendance_percentage,current_gpa,behavioral_incidents,risk_level,last_assessment_score,fees_paid,transport_mode,medium_of_instruction,special_needs
STU_INST_002_0498,INST_002,PAR_INST_002_0498,MEN_INST_002_018,Rohan Sen,Male,9th,D,9t9660,2010-05-24,2024-09-10,2025-26,65.4,2.76,1,Medium,93,No,Bicycle,Regional Language,None
STU_INST_002_0499,INST_002,PAR_INST_002_0499,MEN_INST_002_019,Sai Shetty,Male,12th,B,113202,2011-09-03,2025-01-06,2025-26,61.7,1.93,2,High,67,Yes,Walking,English,None
STU_INST_002_0500,INST_002,PAR_INST_002_0500,MEN_INST_002_020,Priyanka Mittal,Female,10th,A,109054,2008-09-01,2025-08-05,2025-26,75.3,2.56,0,Medium,75,Partial,Bicycle,Regional Language,None
STU_INST_002_0501,INST_002,PAR_INST_002_0501,MEN_INST_002_021,Dhruv Panchal,Male,12th,E,127037,2009-02-05,2024-04-03,2025-26,100.0,3.16,0,Low,90,Yes,Private Vehicle,Hindi,None
STU_INST_002_0502,INST_002,PAR_INST_002_0502,MEN_INST_002_022,Swati Chopra,Female,11th,D,125245,2008-10-10,2023-12-08,2025-26,70.0,3.44,2,Medium,61,Yes,School Bus,Hindi,None
STU_INST_002_0503,INST_002,PAR_INST_002_0503,MEN_INST_002_023,Nitin Rao,Male,9th,E,107374,2011-07-24,2024-10-23,2025-26,90.6,3.11,0,Low,86,No,School Bus,Regional Language,None
STU_INST_002_0504,INST_002,PAR_INST_002_0504,MEN_INST_002_024,Shivansh Mitra,Male,9th,D,119529,2010-01-30,2023-11-27,2025-26,89.6,2.69,0,Low,83,Partial,Bicycle,Regional Language,None
STU_INST_002_0505,INST_002,PAR_INST_002_0505,MEN_INST_002_001,Kriti Pal,Female,9th,C,9t3978,2008-03-16,2025-01-11,2025-26,81.1,2.46,4,High,35,Yes,Private Vehicle,Hindi,None
STU_INST_002_0506,INST_002,PAR_INST_002_0506,MEN_INST_002_002,Diya Roy,Female,11th,C,111108,2010-05-18,2025-01-29,2025-26,100.0,3.07,0,Low,72,Partial,Walking,Regional Language,None
STU_INST_002_0507,INST_002,PAR_INST_002_0507,MEN_INST_002_003,Rekha Gupta,Female,11th,D,111237,2011-08-24,2025-06-07,2025-26,95.9,2.93,2,Low,53,Yes,Auto Rickshaw,Regional Language,None
STU_INST_002_0508,INST_002,PAR_INST_002_0508,MEN_INST_002_004,Diya Panchal,Female,12th,A,9t2975,2010-07-02,2025-04-13,2025-26,91.1,2.6,3,Medium,74,Partial,Auto Rickshaw,English,Learning Disability
STU_INST_002_0509,INST_002,PAR_INST_002_0509,MEN_INST_002_005,Ira Goyal,Female,10th,B,104960,2007-10-24,2025-04-19,2025-26,49.6,3.09,3,Medium,89,Partial,Private Vehicle,Regional Language,None
STU_INST_002_0510,INST_002,PAR_INST_002_0510,MEN_INST_002_006,Atharv Patel,Male,12th,E,126219,2008-12-21,2024-08-13,2025-26,76.1,2.99,0,Medium,82,Yes,School Bus,Hindi,None
STU_INST_002_0511,INST_002,PAR_INST_002_0511,MEN_INST_002_007,Karan Dubey,Male,11th,D,122010,2011-02-21,2025-08-12,2025-26,82.7,2.7,2,Medium,71,Yes,School Bus,Hindi,None
STU_INST_002_0512,INST_002,PAR_INST_002_0512,MEN_INST_002_008,Rajesh Arora,Male,11th,B,129814,2009-02-01,2024-08-11,2025-26,98.7,1.9,3,Medium,94,Yes,Walking,English,None
STU_INST_002_0513,INST_002,PAR_INST_002_0513,MEN_INST_002_009,Sana Shetty,Female,11th,D,123600,2008-12-19,2023-11-16,2025-26,96.6,3.02,1,Low,75,No,School Bus,English,None
STU_INST_002_0514,INST_002,PAR_INST_002_0514,MEN_INST_002_010,Ishaan Reddy,Male,12th,C,104771,2008-06-24,2024-05-22,2025-26,73.2,3.0,0,Medium,46,No,Private Vehicle,Hindi,None
STU_INST_002_0515,INST_002,PAR_INST_002_0515,MEN_INST_002_011,Riya Thakkar,Female,11th,B,128505,2008-03-16,2024-10-05,2025-26,90.0,1.73,1,Medium,81,No,Bicycle,Hindi,None
STU_INST_002_0516,INST_002,PAR_INST_002_0516,MEN_INST_002_012,Arya Dubey,Female,9th,C,122352,2009-03-17,2025-08-10,2025-26,50.2,2.79,0,Medium,54,Partial,Walking,Hindi,None
STU_INST_002_0517,INST_002,PAR_INST_002_0517,MEN_INST_002_013,Zara Bhattacharya,Female,9th,C,122836,2009-05-22,2025-04-06,2025-26,71.2,3.02,0,Low,65,No,Private Vehicle,Regional Language,Learning Disability
STU_INST_002_0518,INST_002,PAR_INST_002_0518,MEN_INST_002_014,Tanvi Shah,Female,11th,B,9t5864,2008-06-07,2024-04-14,2025-26,100.0,2.39,2,Medium,60,No,Private Vehicle,Hindi,None
STU_INST_002_0519,INST_002,PAR_INST_002_0519,MEN_INST_002_015,Ankit Trivedi,Male,12th,A,9t4817,2009-11-22,2024-11-15,2025-26,78.7,2.78,2,Medium,90,Yes,Bicycle,Regional Language,None
STU_INST_002_0520,INST_002,PAR_INST_002_0520,MEN_INST_002_016,Ayaan Shetty,Male,11th,E,9t4696,2010-04-07,2025-07-09,2025-26,87.1,3.01,0,Low,39,Partial,Walking,Hindi,None
STU_INST_002_0521,INST_002,PAR_INST_002_0521,MEN_INST_002_017,Isha Desai,Female,11th,C,111843,2008-03-11,2024-04-26,2025-26,92.7,2.56,0,Low,79,No,Auto Rickshaw,Regional Language,None
STU_INST_002_0522,INST_002,PAR_INST_002_0522,MEN_INST_002_018,Swati Deshpande,Female,9th,E,112565,2011-07-02,2023-10-30,2025-26,81.6,2.56,0,Medium,65,Partial,Auto Rickshaw,English,None
STU_INST_002_0523,INST_002,PAR_INST_002_0523,MEN_INST_002_019,Ayaan Mondal,Male,11th,C,117006,2007-10-19,2024-07-31,2025-26,91.4,3.88,0,Low,37,Yes,Bicycle,English,None
STU_INST_002_0524,INST_002,PAR_INST_002_0524,MEN_INST_002_020,Ira Dutta,Female,10th,E,118664,2011-02-21,2025-03-03,2025-26,76.5,2.13,0,Medium,37,Yes,Bicycle,Hindi,None
STU_INST_002_0525,INST_002,PAR_INST_002_0525,MEN_INST_002_021,Kiara Agarwal,Female,10th,D,124402,2010-04-10,2024-05-25,2025-26,76.2,3.61,0,Low,47,No,Bicycle,Hindi,None
STU_INST_002_0526,INST_002,PAR_INST_002_0526,MEN_INST_002_022,Aadhya Saxena,Female,12th,E,9t7975,2009-06-12,2024-07-28,2025-26,68.6,2.78,0,Medium,74,Partial,Auto Rickshaw,English,None
STU_INST_002_0527,INST_002,PAR_INST_002_0527,MEN_INST_002_023,Vinod Jadhav,Male,11th,C,9t6887,2009-10-03,2025-01-10,2025-26,90.4,2.56,2,Medium,63,Partial,Walking,English,ADHD
STU_INST_002_0528,INST_002,PAR_INST_002_0528,MEN_INST_002_024,Myra Saha,Female,11th,E,105672,2011-01-26,2025-01-21,2025-26,87.5,1.77,2,Medium,76,No,Private Vehicle,Hindi,None
STU_INST_002_0529,INST_002,PAR_INST_002_0529,MEN_INST_002_001,Ishaan Mathur,Male,12th,D,112408,2008-10-21,2023-11-12,2025-26,83.6,2.65,4,Medium,46,No,Walking,English,None
STU_INST_002_0530,INST_002,PAR_INST_002_0530,MEN_INST_002_002,Divya Bose,Female,9th,E,9t5713,2010-09-14,2024-10-13,2025-26,75.0,3.31,0,Low,49,Partial,Walking,Hindi,None
STU_INST_002_0531,INST_002,PAR_INST_002_0531,MEN_INST_002_003,Sana Gowda,Female,10th,B,9t4705,2009-03-12,2023-11-14,2025-26,52.3,4.0,1,Medium,46,Yes,School Bus,Regional Language,None
STU_INST_002_0532,INST_002,PAR_INST_002_0532,MEN_INST_002_004,Shaurya Bhattacharya,Male,10th,D,9t5944,2010-11-23,2024-02-09,2025-26,94.9,2.3,0,Medium,63,No,Walking,Regional Language,None
STU_INST_002_0533,INST_002,PAR_INST_002_0533,MEN_INST_002_005,Nitin Kumar,Male,9th,E,9t3387,2007-12-25,2024-05-02,2025-26,67.2,1.86,1,High,77,Yes,Auto Rickshaw,Regional Language,None
STU_INST_002_0534,INST_002,PAR_INST_002_0534,MEN_INST_002_006,Zara Bhatt,Female,11th,C,9t3183,2008-01-08,2025-06-05,2025-26,79.6,3.47,2,Medium,37,Yes,Bicycle,Regional Language,None
STU_INST_002_0535,INST_002,PAR_INST_002_0535,MEN_INST_002_007,Navya Ganguly,Female,11th,B,124889,2008-07-22,2025-06-04,2025-26,67.4,2.85,1,Medium,67,No,Auto Rickshaw,Hindi,None
STU_INST_002_0536,INST_002,PAR_INST_002_0536,MEN_INST_002_008,Sana Biswas,Female,11th,D,115366,2010-04-29,2023-12-13,2025-26,70.0,2.47,2,High,44,Yes,Auto Rickshaw,Regional Language,None
STU_INST_002_0537,INST_002,PAR_INST_002_0537,MEN_INST_002_009,Pooja Mathur,Female,11th,C,107479,2008-11-20,2024-11-27,2025-26,87.7,2.7,1,Low,86,Partial,School Bus,Hindi,None
STU_INST_002_0538,INST_002,PAR_INST_002_0538,MEN_INST_002_010,Rajesh Kar,Male,11th,A,9t2862,2007-10-04,2025-01-24,2025-26,80.1,2.68,3,Medium,45,No,Auto Rickshaw,English,None
STU_INST_002_0539,INST_002,PAR_INST_002_0539,MEN_INST_002_011,Priya Khanna,Female,11th,A,123875,2008-09-30,2025-01-25,2025-26,79.8,3.44,3,Medium,81,Yes,Walking,Hindi,None
STU_INST_002_0540,INST_002,PAR_INST_002_0540,MEN_INST_002_012,Riya Venkatesh,Female,12th,A,112627,2009-04-26,2025-04-18,2025-26,75.9,3.09,1,Low,66,Yes,Walking,Regional Language,None
STU_INST_002_0541,INST_002,PAR_INST_002_0541,MEN_INST_002_013,Kavya Jindal,Female,10th,B,9t6220,2009-06-14,2025-01-25,2025-26,76.7,3.02,0,Low,91,No,Private Vehicle,Hindi,None
STU_INST_002_0542,INST_002,PAR_INST_002_0542,MEN_INST_002_014,Pihu Ghosh,Female,10th,B,9t4960,2009-04-09,2024-09-08,2025-26,100.0,1.68,3,Medium,74,Yes,Walking,Regional Language,None
STU_INST_002_0543,INST_002,PAR_INST_002_0543,MEN_INST_002_015,Aditi Chakraborty,Female,11th,C,103342,2007-10-05,2024-08-24,2025-26,88.2,3.75,1,Low,59,Yes,Auto Rickshaw,English,None
STU_INST_002_0544,INST_002,PAR_INST_002_0544,MEN_INST_002_016,Isha Raman,Female,10th,C,129352,2008-07-17,2024-02-28,2025-26,50.1,2.82,3,Medium,54,Yes,Walking,Hindi,None
STU_INST_002_0545,INST_002,PAR_INST_002_0545,MEN_INST_002_017,Ankit Biswas,Male,9th,E,103968,2011-06-22,2025-05-01,2025-26,90.8,2.54,1,Low,47,No,School Bus,English,None
STU_INST_002_0546,INST_002,PAR_INST_002_0546,MEN_INST_002_018,Shalini Jadhav,Female,11th,D,9t2000,2010-09-29,2024-06-06,2025-26,59.6,3.58,2,Medium,56,No,Private Vehicle,English,None
STU_INST_002_0547,INST_002,PAR_INST_002_0547,MEN_INST_002_019,Krishna Kapoor,Male,12th,E,9t4261,2007-10-26,2025-04-23,2025-26,78.8,2.31,2,Medium,91,No,Bicycle,Regional Language,None
STU_INST_002_0548,INST_002,PAR_INST_002_0548,MEN_INST_002_020,Priya Saha,Female,11th,D,9t9395,2009-06-16,2024-05-04,2025-26,68.1,2.07,3,High,57,Yes,Bicycle,English,None
STU_INST_002_0549,INST_002,PAR_INST_002_0549,MEN_INST_002_021,Ananya Joshi,Female,12th,A,121785,2008-01-20,2024-04-28,2025-26,78.0,3.59,0,Low,72,Yes,Bicycle,English,None
STU_INST_002_0550,INST_002,PAR_INST_002_0550,MEN_INST_002_022,Ira Bose,Female,10th,B,115893,2008-05-03,2023-11-15,2025-26,90.9,2.85,2,Medium,47,Partial,Auto Rickshaw,Regional Language,None
STU_INST_002_0551,INST_002,PAR_INST_002_0551,MEN_INST_002_023,Saanvi More,Female,12th,E,114472,2010-01-14,2023-09-24,2025-26,80.2,3.24,2,Medium,66,Partial,Bicycle,Hindi,None
STU_INST_002_0552,INST_002,PAR_INST_002_0552,MEN_INST_002_024,Priya Jadhav,Female,9th,E,123560,2008-01-05,2024-06-12,2025-26,75.9,1.61,1,Medium,78,No,School Bus,Hindi,None
STU_INST_002_0553,INST_002,PAR_INST_002_0553,MEN_INST_002_001,Rekha Chopra,Female,9th,A,115324,2010-12-20,2024-12-30,2025-26,80.4,3.1,1,Low,48,Yes,Bicycle,Hindi,None
STU_INST_002_0554,INST_002,PAR_INST_002_0554,MEN_INST_002_002,Preeti Chowdhury,Female,12th,A,114756,2009-06-07,2023-11-04,2025-26,75.7,2.83,2,Medium,46,Partial,Auto Rickshaw,English,None
STU_INST_002_0555,INST_002,PAR_INST_002_0555,MEN_INST_002_003,Manisha Kale,Female,9th,C,103678,2011-04-23,2024-06-04,2025-26,79.0,2.56,2,Medium,84,Partial,Auto Rickshaw,Regional Language,None
STU_INST_002_0556,INST_002,PAR_INST_002_0556,MEN_INST_002_004,Abhishek Chowdhury,Male,11th,D,106216,2010-03-08,2024-06-12,2025-26,56.3,3.02,0,Medium,60,No,School Bus,Hindi,None
STU_INST_002_0557,INST_002,PAR_INST_002_0557,MEN_INST_002_005,Krishna Saha,Male,12th,E,105178,2007-11-19,2024-08-07,2025-26,64.2,3.07,0,Medium,64,No,Auto Rickshaw,Hindi,None
STU_INST_002_0558,INST_002,PAR_INST_002_0558,MEN_INST_002_006,Krishna Iyer,Male,12th,A,115283,2007-12-02,2023-10-01,2025-26,87.6,3.14,1,Low,68,Yes,Walking,English,None
STU_INST_002_0559,INST_002,PAR_INST_002_0559,MEN_INST_002_007,Riyansh Modi,Male,11th,C,102388,2008-12-25,2024-11-08,2025-26,72.4,3.38,2,Medium,66,Partial,School Bus,English,None
STU_INST_002_0560,INST_002,PAR_INST_002_0560,MEN_INST_002_008,Myra Sen,Female,11th,B,109112,2008-11-22,2024-04-02,2025-26,62.7,2.62,0,Medium,95,Partial,Bicycle,Regional Language,None
STU_INST_002_0561,INST_002,PAR_INST_002_0561,MEN_INST_002_009,Atharv Chakraborty,Male,10th,E,104691,2009-07-06,2025-05-03,2025-26,67.6,3.35,2,Medium,55,No,Bicycle,English,None
STU_INST_002_0562,INST_002,PAR_INST_002_0562,MEN_INST_002_010,Sana Pandey,Female,12th,A,111657,2011-08-09,2023-11-23,2025-26,100.0,2.72,2,Low,41,Partial,Private Vehicle,Hindi,None
STU_INST_002_0563,INST_002,PAR_INST_002_0563,MEN_INST_002_011,Manoj Venkatesh,Male,11th,C,112050,2010-11-11,2025-05-01,2025-26,100.0,2.15,2,Medium,80,No,Auto Rickshaw,Regional Language,None
STU_INST_002_0564,INST_002,PAR_INST_002_0564,MEN_INST_002_012,Manisha Panchal,Female,12th,A,127031,2010-02-20,2024-08-02,2025-26,75.5,4.0,1,Low,78,No,Auto Rickshaw,Hindi,None
STU_INST_002_0565,INST_002,PAR_INST_002_0565,MEN_INST_002_013,Ananya Bansal,Female,10th,E,101921,2010-12-24,2025-07-03,2025-26,73.4,2.6,0,Medium,82,No,School Bus,Regional Language,None
STU_INST_002_0566,INST_002,PAR_INST_002_0566,MEN_INST_002_014,Preeti Singh,Female,11th,E,118955,2007-12-19,2023-11-24,2025-26,100.0,2.38,1,Low,92,No,Auto Rickshaw,Regional Language,None
STU_INST_002_0567,INST_002,PAR_INST_002_0567,MEN_INST_002_015,Sanjay Arora,Male,11th,D,9t1349,2008-02-13,2024-06-28,2025-26,86.6,3.44,2,Low,78,Yes,School Bus,English,ADHD
STU_INST_002_0568,INST_002,PAR_INST_002_0568,MEN_INST_002_016,Meera Mondal,Female,9th,D,111242,2009-11-01,2024-10-08,2025-26,100.0,2.57,0,Low,41,No,School Bus,Hindi,None
STU_INST_002_0569,INST_002,PAR_INST_002_0569,MEN_INST_002_017,Priya Raman,Female,10th,B,129772,2011-07-07,2025-05-19,2025-26,75.3,1.86,1,Medium,52,Yes,School Bus,Hindi,None
STU_INST_002_0570,INST_002,PAR_INST_002_0570,MEN_INST_002_018,Myra Goel,Female,10th,B,9t3639,2009-03-17,2024-09-03,2025-26,96.0,3.81,0,Low,44,Yes,Bicycle,Hindi,None
STU_INST_002_0571,INST_002,PAR_INST_002_0571,MEN_INST_002_019,Ayaan More,Male,12th,E,126287,2008-11-26,2024-03-02,2025-26,65.8,2.6,1,Medium,65,Partial,Private Vehicle,English,None
STU_INST_002_0572,INST_002,PAR_INST_002_0572,MEN_INST_002_020,Kriti Shukla,Female,12th,B,121661,2008-05-02,2025-07-10,2025-26,59.0,2.96,1,Medium,55,Partial,Bicycle,English,None
STU_INST_002_0573,INST_002,PAR_INST_002_0573,MEN_INST_002_021,Manoj Bhatia,Male,10th,D,9t5146,2009-05-10,2024-09-06,2025-26,88.1,3.15,1,Low,76,Yes,Auto Rickshaw,Hindi,None
STU_INST_002_0574,INST_002,PAR_INST_002_0574,MEN_INST_002_022,Sunita Arora,Female,11th,E,9t8360,2011-05-28,2024-06-26,2025-26,95.1,2.61,0,Low,66,No,Walking,English,None
STU_INST_002_0575,INST_002,PAR_INST_002_0575,MEN_INST_002_023,Amit Kapoor,Male,12th,E,102002,2008-03-05,2025-07-18,2025-26,79.6,2.84,1,Medium,55,Partial,Bicycle,Hindi,Learning Disability
STU_INST_002_0576,INST_002,PAR_INST_002_0576,MEN_INST_002_024,Zara Saha,Female,12th,D,9t2463,2008-03-26,2025-02-27,2025-26,77.3,2.47,2,Medium,72,Partial,Bicycle,Hindi,None
STU_INST_002_0577,INST_002,PAR_INST_002_0577,MEN_INST_002_001,Sapna Jindal,Female,10th,C,111902,2010-08-02,2024-02-29,2025-26,84.9,2.57,2,Medium,51,Yes,Walking,Hindi,None
STU_INST_002_0578,INST_002,PAR_INST_002_0578,MEN_INST_002_002,Rashmi Pillai,Female,12th,A,129731,2011-02-03,2024-12-28,2025-26,100.0,1.96,0,Medium,92,Yes,Auto Rickshaw,Hindi,None
STU_INST_002_0579,INST_002,PAR_INST_002_0579,MEN_INST_002_003,Riya Chaturvedi,Female,12th,D,102774,2010-04-13,2024-06-07,2025-26,83.9,3.18,1,Low,93,No,School Bus,Hindi,None
STU_INST_002_0580,INST_002,PAR_INST_002_0580,MEN_INST_002_004,Varun Gupta,Male,11th,D,124516,2007-11-16,2024-06-10,2025-26,75.2,3.04,0,Low,80,Partial,Auto Rickshaw,Hindi,None
STU_INST_002_0581,INST_002,PAR_INST_002_0581,MEN_INST_002_005,Yogesh Panchal,Male,10th,E,9t9209,2009-01-17,2024-12-28,2025-26,64.5,3.48,1,Medium,76,Yes,School Bus,English,None
STU_INST_002_0582,INST_002,PAR_INST_002_0582,MEN_INST_002_006,Rohan Banerjee,Male,11th,C,108788,2009-05-14,2024-06-03,2025-26,54.6,3.4,0,Medium,44,No,Auto Rickshaw,Regional Language,None
STU_INST_002_0583,INST_002,PAR_INST_002_0583,MEN_INST_002_007,Riya Sethi,Female,10th,E,126169,2011-08-08,2023-09-22,2025-26,84.8,4.0,3,Medium,52,Partial,Auto Rickshaw,Hindi,None
STU_INST_002_0584,INST_002,PAR_INST_002_0584,MEN_INST_002_008,Swati Mishra,Female,11th,A,102038,2010-08-18,2024-10-09,2025-26,100.0,2.74,0,Low,38,No,Walking,Hindi,None
STU_INST_002_0585,INST_002,PAR_INST_002_0585,MEN_INST_002_009,Rashmi Mukherjee,Female,9th,C,9t9579,2008-01-05,2024-12-15,2025-26,73.8,2.67,0,Medium,85,No,Auto Rickshaw,Hindi,None
STU_INST_002_0586,INST_002,PAR_INST_002_0586,MEN_INST_002_010,Khushi Mehta,Female,9th,A,125137,2008-06-13,2024-12-05,2025-26,81.0,1.96,2,High,55,Yes,Private Vehicle,Hindi,None
STU_INST_002_0587,INST_002,PAR_INST_002_0587,MEN_INST_002_011,Aryan Singh,Male,12th,B,112319,2008-06-20,2025-07-07,2025-26,83.5,2.3,0,Medium,91,Partial,Auto Rickshaw,English,None
STU_INST_002_0588,INST_002,PAR_INST_002_0588,MEN_INST_002_012,Laksh Chopra,Male,9th,C,113066,2011-09-07,2023-09-17,2025-26,86.0,2.84,0,Low,62,Yes,Walking,Regional Language,None
STU_INST_002_0589,INST_002,PAR_INST_002_0589,MEN_INST_002_013,Karan Singh,Male,9th,A,9t5249,2010-05-23,2023-10-07,2025-26,79.9,1.92,3,High,48,Yes,Auto Rickshaw,Regional Language,None
STU_INST_002_0590,INST_002,PAR_INST_002_0590,MEN_INST_002_014,Meera Mehta,Female,12th,E,118579,2011-04-14,2023-11-01,2025-26,79.6,2.67,4,Medium,79,No,Walking,Regional Language,None
STU_INST_002_0591,INST_002,PAR_INST_002_0591,MEN_INST_002_015,Suresh Kapoor,Male,10th,E,9t9396,2011-04-15,2023-10-07,2025-26,88.3,3.58,1,Low,39,No,Private Vehicle,Hindi,None
STU_INST_002_0592,INST_002,PAR_INST_002_0592,MEN_INST_002_016,Samar Bhat,Male,11th,C,105765,2009-04-06,2023-10-09,2025-26,100.0,2.88,3,Low,82,Partial,Private Vehicle,Hindi,None
STU_INST_002_0593,INST_002,PAR_INST_002_0593,MEN_INST_002_017,Akash Banerjee,Male,12th,A,9t1093,2008-10-25,2024-10-06,2025-26,73.1,3.56,0,Low,36,No,Auto Rickshaw,English,None
STU_INST_002_0594,INST_002,PAR_INST_002_0594,MEN_INST_002_018,Arjit Kumar,Male,9th,C,106629,2008-01-02,2025-03-19,2025-26,100.0,1.85,0,Medium,79,Yes,Private Vehicle,Hindi,None
STU_INST_002_0595,INST_002,PAR_INST_002_0595,MEN_INST_002_019,Pooja Chopra,Female,12th,C,104492,2008-04-05,2024-04-25,2025-26,84.8,3.03,1,Low,87,Partial,Auto Rickshaw,English,None
STU_INST_002_0596,INST_002,PAR_INST_002_0596,MEN_INST_002_020,Zara Tiwari,Female,9th,C,9t2300,2009-02-22,2024-02-18,2025-26,91.4,3.69,1,Low,45,No,School Bus,English,None
STU_INST_002_0597,INST_002,PAR_INST_002_0597,MEN_INST_002_021,Kiara Dubey,Female,10th,C,9t5603,2007-12-05,2024-04-11,2025-26,86.3,2.8,0,Low,80,No,School Bus,Regional Language,None
STU_INST_002_0598,INST_002,PAR_INST_002_0598,MEN_INST_002_022,Sai Bhatt,Male,9th,B,105712,2011-01-09,2023-10-30,2025-26,57.0,2.41,2,High,41,Partial,Walking,Regional Language,None
STU_INST_002_0599,INST_002,PAR_INST_002_0599,MEN_INST_002_023,Shivansh Vyas,Male,12th,C,115956,2010-12-23,2025-07-24,2025-26,53.8,1.89,2,High,76,No,School Bus,Regional Language,None
STU_INST_002_0600,INST_002,PAR_INST_002_0600,MEN_INST_002_024,Ira Biswas,Female,11th,A,123697,2011-07-02,2024-06-03,2025-26,81.7,3.39,1,Low,48,Partial,Walking,Hindi,None
STU_INST_002_0601,INST_002,PAR_INST_002_0601,MEN_INST_002_001,Veer Singhal,Male,12th,A,9t9692,2008-07-11,2025-05-23,2025-26,90.4,2.71,1,Low,63,Partial,Walking,English,None
STU_INST_002_0602,INST_002,PAR_INST_002_0602,MEN_INST_002_002,Dev Iyer,Male,11th,D,115559,2011-06-27,2025-02-13,2025-26,93.2,2.94,0,Low,40,Partial,Auto Rickshaw,Hindi,None
STU_INST_002_0603,INST_002,PAR_INST_002_0603,MEN_INST_002_003,Tanya Chowdhury,Female,12th,A,9t6632,2011-05-21,2024-11-16,2025-26,90.8,2.8,0,Low,85,Yes,Auto Rickshaw,English,None
STU_INST_002_0604,INST_002,PAR_INST_002_0604,MEN_INST_002_004,Abhishek Shetty,Male,11th,C,104761,2010-09-03,2025-06-05,2025-26,93.6,3.69,1,Low,75,Yes,Walking,Regional Language,None
STU_INST_002_0605,INST_002,PAR_INST_002_0605,MEN_INST_002_005,Meera Joshi,Female,12th,B,113148,2008-08-11,2024-11-06,2025-26,99.0,2.11,0,Low,39,No,School Bus,Hindi,None
STU_INST_002_0606,INST_002,PAR_INST_002_0606,MEN_INST_002_006,Kiara Raman,Female,10th,A,9t4648,2011-02-26,2024-07-30,2025-26,62.7,2.6,0,Medium,65,Partial,School Bus,English,None
STU_INST_002_0607,INST_002,PAR_INST_002_0607,MEN_INST_002_007,Diya Banerjee,Female,10th,C,107545,2009-04-14,2025-04-18,2025-26,81.0,3.07,1,Low,89,No,School Bus,English,Physical Disability
STU_INST_002_0608,INST_002,PAR_INST_002_0608,MEN_INST_002_008,Diya Gowda,Female,12th,B,102480,2010-03-09,2024-07-19,2025-26,62.2,3.03,2,Medium,91,Partial,School Bus,English,None
STU_INST_002_0609,INST_002,PAR_INST_002_0609,MEN_INST_002_009,Sunita Rao,Female,11th,A,127929,2008-06-27,2025-06-08,2025-26,83.5,2.81,2,Medium,83,Yes,Bicycle,Hindi,None
STU_INST_002_0610,INST_002,PAR_INST_002_0610,MEN_INST_002_010,Abhishek Pal,Male,12th,A,116115,2010-04-15,2023-12-12,2025-26,100.0,2.8,0,Low,95,Yes,Private Vehicle,English,None
STU_INST_002_0611,INST_002,PAR_INST_002_0611,MEN_INST_002_011,Advik Bhat,Male,9th,D,112892,2009-01-15,2024-08-26,2025-26,62.8,3.49,1,Medium,46,No,School Bus,Hindi,Dyslexia
STU_INST_002_0612,INST_002,PAR_INST_002_0612,MEN_INST_002_012,Anil Shah,Male,9th,E,115346,2008-05-18,2025-08-06,2025-26,100.0,2.71,0,Low,38,No,Walking,Regional Language,None
STU_INST_002_0613,INST_002,PAR_INST_002_0613,MEN_INST_002_013,Shaurya Aggarwal,Male,11th,A,115472,2009-06-18,2025-07-25,2025-26,90.4,2.15,1,Medium,56,No,Walking,English,None
STU_INST_002_0614,INST_002,PAR_INST_002_0614,MEN_INST_002_014,Vikram Joshi,Male,9th,E,119099,2009-04-07,2024-03-19,2025-26,88.4,1.6,0,Medium,46,No,Auto Rickshaw,Regional Language,None
STU_INST_002_0615,INST_002,PAR_INST_002_0615,MEN_INST_002_015,Reyansh Aggarwal,Male,11th,E,9t3394,2011-02-07,2025-01-04,2025-26,90.6,3.19,0,Low,74,No,Auto Rickshaw,Regional Language,Physical Disability
STU_INST_002_0616,INST_002,PAR_INST_002_0616,MEN_INST_002_016,Kiara Kale,Female,11th,B,9t4232,2010-01-23,2024-05-16,2025-26,100.0,2.68,1,Low,81,No,Walking,Regional Language,ADHD
STU_INST_002_0617,INST_002,PAR_INST_002_0617,MEN_INST_002_017,Riyansh More,Male,10th,A,9t9797,2007-09-26,2025-07-16,2025-26,84.0,2.48,0,Medium,47,No,Bicycle,English,None
STU_INST_002_0618,INST_002,PAR_INST_002_0618,MEN_INST_002_018,Tanvi Shah,Female,11th,D,125434,2009-07-20,2023-10-05,2025-26,75.1,3.43,0,Low,62,No,Auto Rickshaw,Regional Language,None
STU_INST_002_0619,INST_002,PAR_INST_002_0619,MEN_INST_002_019,Vinod Srivastava,Male,9th,A,119485,2008-01-23,2025-04-23,2025-26,57.4,2.02,0,Medium,90,No,School Bus,Regional Language,None
STU_INST_002_0620,INST_002,PAR_INST_002_0620,MEN_INST_002_020,Riyansh Joshi,Male,10th,D,117722,2007-11-10,2025-07-30,2025-26,85.0,3.0,0,Medium,84,Partial,Private Vehicle,Regional Language,None
STU_INST_002_0621,INST_002,PAR_INST_002_0621,MEN_INST_002_021,Shaurya Gowda,Male,12th,D,109539,2010-09-26,2024-08-16,2025-26,85.5,3.89,1,Low,52,Partial,Bicycle,Regional Language,None
STU_INST_002_0622,INST_002,PAR_INST_002_0622,MEN_INST_002_022,Ishika Bhardwaj,Female,9th,D,116624,2011-04-13,2023-10-18,2025-26,82.4,4.0,1,Low,86,Yes,School Bus,Hindi,None
