student_id,institute_id,parent_id,mentor_id,name,gender,grade,section,roll_number,date_of_birth,admission_date,academic_year,attendance_percentage,current_gpa,behavioral_incidents,risk_level,last_assessment_score,fees_paid,transport_mode,medium_of_instruction,special_needs
STU_INST_001_0405,INST_001,PAR_INST_001_0405,MEN_INST_001_021,Varun Chowdhury,Male,10th,E,122710,2008-12-27,2024-08-27,2025-26,100.0,2.15,1,Low,61,No,Bicycle,Hindi,None
STU_INST_001_0406,INST_001,PAR_INST_001_0406,MEN_INST_001_022,Nitin Bhat,Male,10th,C,113447,2009-11-16,2025-04-12,2025-26,99.2,2.62,1,Low,40,Partial,School Bus,Regional Language,None
STU_INST_001_0407,INST_001,PAR_INST_001_0407,MEN_INST_001_023,Neha Pal,Female,10th,C,9t7048,2010-12-30,2024-03-09,2025-26,63.2,3.01,1,Medium,62,Yes,Walking,Regional Language,None
STU_INST_001_0408,INST_001,PAR_INST_001_0408,MEN_INST_001_024,Akash Jain,Male,12th,A,125128,2008-04-26,2025-04-19,2025-26,74.1,3.26,1,Low,54,No,Walking,English,None
STU_INST_001_0409,INST_001,PAR_INST_001_0409,MEN_INST_001_001,Sara Parikh,Female,10th,A,9t6889,2009-08-01,2023-11-29,2025-26,97.5,2.68,1,Low,41,No,Bicycle,Regional Language,None
STU_INST_001_0410,INST_001,PAR_INST_001_0410,MEN_INST_001_002,Diya Mitra,Female,12th,B,108786,2009-05-02,2024-03-05,2025-26,79.1,3.63,1,Low,52,Yes,Auto Rickshaw,English,None
STU_INST_001_0411,INST_001,PAR_INST_001_0411,MEN_INST_001_003,Arjit Mathur,Male,9th,A,9t8979,2011-02-05,2024-01-08,2025-26,85.1,2.57,1,Low,58,No,School Bus,Regional Language,None
STU_INST_001_0412,INST_001,PAR_INST_001_0412,MEN_INST_001_004,Saanvi Suthar,Female,11th,A,116885,2009-11-20,2024-02-20,2025-26,95.5,3.27,0,Low,84,Yes,Auto Rickshaw,Hindi,None
STU_INST_001_0413,INST_001,PAR_INST_001_0413,MEN_INST_001_005,Sana Kumar,Female,12th,B,127986,2011-04-14,2024-03-06,2025-26,67.0,2.98,3,Medium,38,Partial,Walking,English,None
STU_INST_001_0414,INST_001,PAR_INST_001_0414,MEN_INST_001_006,Nitin Joshi,Male,11th,E,108675,2010-10-08,2025-01-29,2025-26,80.5,2.68,0,Medium,76,Yes,Auto Rickshaw,Regional Language,None
STU_INST_001_0415,INST_001,PAR_INST_001_0415,MEN_INST_001_007,Navya Patel,Female,11th,C,111053,2010-05-25,2025-07-26,2025-26,87.3,2.67,0,Low,77,Yes,Bicycle,Regional Language,Physical Disability
STU_INST_001_0416,INST_001,PAR_INST_001_0416,MEN_INST_001_008,Shivansh Kamath,Male,9th,E,9t9410,2009-01-12,2024-12-24,2025-26,95.7,2.32,2,Medium,48,Yes,School Bus,English,None
STU_INST_001_0417,INST_001,PAR_INST_001_0417,MEN_INST_001_009,Preeti Singhal,Female,12th,B,104388,2008-12-08,2025-01-02,2025-26,74.1,2.79,0,Medium,88,No,Auto Rickshaw,Hindi,Learning Disability
STU_INST_001_0418,INST_001,PAR_INST_001_0418,MEN_INST_001_010,Arnav Mishra,Male,9th,C,9t5266,2009-02-12,2024-12-21,2025-26,45.6,3.33,2,Medium,57,Yes,Walking,English,None
STU_INST_001_0419,INST_001,PAR_INST_001_0419,MEN_INST_001_011,Sunita Pawar,Female,10th,A,114428,2008-07-24,2024-04-25,2025-26,85.7,2.85,2,Medium,91,Yes,Walking,Hindi,None
STU_INST_001_0420,INST_001,PAR_INST_001_0420,MEN_INST_001_012,Tanya Bhatia,Female,12th,C,107895,2011-05-22,2023-11-08,2025-26,58.6,2.48,2,High,59,Yes,School Bus,Regional Language,None
STU_INST_001_0421,INST_001,PAR_INST_001_0421,MEN_INST_001_013,Sneha Vyas,Female,11th,A,112470,2010-04-09,2023-10-17,2025-26,65.3,3.14,1,Medium,79,Yes,School Bus,Hindi,None
STU_INST_001_0422,INST_001,PAR_INST_001_0422,MEN_INST_001_014,Yash Singh,Male,9th,B,127016,2009-05-14,2024-10-04,2025-26,83.2,3.01,1,Low,80,Yes,Private Vehicle,Regional Language,None
STU_INST_001_0423,INST_001,PAR_INST_001_0423,MEN_INST_001_015,Riya Chakraborty,Female,9th,A,123084,2008-09-10,2023-10-26,2025-26,75.6,2.47,0,Medium,71,Partial,Private Vehicle,English,None
STU_INST_001_0424,INST_001,PAR_INST_001_0424,MEN_INST_001_016,Meera Rao,Female,12th,E,109811,2008-02-05,2023-12-15,2025-26,85.0,3.49,1,Low,55,Partial,Walking,Hindi,None
STU_INST_001_0425,INST_001,PAR_INST_001_0425,MEN_INST_001_017,Ishaan Saha,Male,9th,D,118965,2009-11-30,2025-02-18,2025-26,88.4,3.22,0,Low,73,No,Auto Rickshaw,Hindi,None
STU_INST_001_0426,INST_001,PAR_INST_001_0426,MEN_INST_001_018,Nidhi Chowdhury,Female,9th,B,118138,2010-08-03,2024-02-16,2025-26,87.7,3.89,0,Low,47,No,Bicycle,Hindi,None
STU_INST_001_0427,INST_001,PAR_INST_001_0427,MEN_INST_001_019,Anika Kale,Female,9th,A,9t3747,2011-01-02,2023-11-14,2025-26,65.9,1.05,0,High,39,Yes,Private Vehicle,Regional Language,None
STU_INST_001_0428,INST_001,PAR_INST_001_0428,MEN_INST_001_020,Rashmi Roy,Female,11th,B,9t5937,2010-02-09,2024-03-12,2025-26,75.3,4.0,1,Low,48,No,Walking,Regional Language,None
STU_INST_001_0429,INST_001,PAR_INST_001_0429,MEN_INST_001_021,Ira Banerjee,Female,11th,E,107963,2008-10-20,2025-01-24,2025-26,71.3,2.84,2,Medium,70,Partial,Private Vehicle,Hindi,None
STU_INST_001_0430,INST_001,PAR_INST_001_0430,MEN_INST_001_022,Meera Nair,Female,10th,C,106565,2010-10-01,2025-06-13,2025-26,72.3,2.32,0,Medium,57,Yes,Bicycle,English,None
STU_INST_001_0431,INST_001,PAR_INST_001_0431,MEN_INST_001_023,Swati Banerjee,Female,9th,D,105191,2009-01-30,2025-05-05,2025-26,99.4,2.34,1,Low,57,No,Walking,Hindi,None
STU_INST_001_0432,INST_001,PAR_INST_001_0432,MEN_INST_001_024,Vinod Bhatia,Male,9th,A,101332,2010-10-23,2025-02-15,2025-26,76.6,3.11,3,Medium,91,Yes,Private Vehicle,English,None
STU_INST_001_0433,INST_001,PAR_INST_001_0433,MEN_INST_001_001,Saanvi Chaturvedi,Female,9th,D,103235,2010-08-25,2025-03-14,2025-26,81.1,2.36,2,Medium,70,No,Walking,English,None
STU_INST_001_0434,INST_001,PAR_INST_001_0434,MEN_INST_001_002,Shaurya Trivedi,Male,10th,B,123091,2011-01-30,2024-10-19,2025-26,86.5,2.35,2,Medium,51,No,Private Vehicle,Hindi,None
STU_INST_001_0435,INST_001,PAR_INST_001_0435,MEN_INST_001_003,Karan Das,Male,9th,E,129004,2008-09-02,2024-05-23,2025-26,54.5,2.92,2,Medium,66,Partial,Auto Rickshaw,English,None
STU_INST_001_0436,INST_001,PAR_INST_001_0436,MEN_INST_001_004,Shivansh Dave,Male,11th,E,9t4409,2010-09-20,2024-06-11,2025-26,75.3,3.57,2,Medium,69,No,Private Vehicle,English,None
STU_INST_001_0437,INST_001,PAR_INST_001_0437,MEN_INST_001_005,Pooja Reddy,Female,11th,C,121666,2010-07-22,2025-02-02,2025-26,96.7,3.19,1,Low,80,No,Auto Rickshaw,Regional Language,None
STU_INST_001_0438,INST_001,PAR_INST_001_0438,MEN_INST_001_006,Deepak Banerjee,Male,9th,E,125053,2010-09-25,2025-01-24,2025-26,78.0,3.09,1,Low,80,Partial,School Bus,Hindi,None
STU_INST_001_0439,INST_001,PAR_INST_001_0439,MEN_INST_001_007,Khushi Bose,Female,12th,D,107242,2011-09-07,2025-02-12,2025-26,73.8,2.49,2,Medium,91,Yes,Walking,Hindi,None
STU_INST_001_0440,INST_001,PAR_INST_001_0440,MEN_INST_001_008,Aarav Mitra,Male,12th,E,9t7113,2011-08-26,2024-04-11,2025-26,100.0,2.16,0,Low,79,Partial,Bicycle,Hindi,None
STU_INST_001_0441,INST_001,PAR_INST_001_0441,MEN_INST_001_009,Maya Singhal,Female,10th,E,9t3021,2008-03-14,2024-01-14,2025-26,84.9,2.94,2,Medium,53,Partial,Bicycle,Hindi,None
STU_INST_001_0442,INST_001,PAR_INST_001_0442,MEN_INST_001_010,Rohan Shukla,Male,9th,E,9t1592,2010-12-04,2024-10-25,2025-26,66.1,3.06,2,Medium,40,No,Walking,English,None
STU_INST_001_0443,INST_001,PAR_INST_001_0443,MEN_INST_001_011,Aditi Venkatesh,Female,10th,D,106460,2010-07-29,2025-01-22,2025-26,82.5,2.64,3,Medium,45,No,School Bus,English,None
STU_INST_001_0444,INST_001,PAR_INST_001_0444,MEN_INST_001_012,Shweta Pandey,Female,12th,E,119837,2010-03-19,2025-01-12,2025-26,69.9,3.16,3,Medium,39,Yes,Bicycle,English,None
STU_INST_001_0445,INST_001,PAR_INST_001_0445,MEN_INST_001_013,Om Jindal,Male,12th,C,9t5993,2007-10-16,2023-11-26,2025-26,77.4,1.63,2,High,51,No,Private Vehicle,Regional Language,None
STU_INST_001_0446,INST_001,PAR_INST_001_0446,MEN_INST_001_014,Kiara Hegde,Female,10th,A,9t6570,2009-09-26,2024-05-25,2025-26,100.0,2.79,1,Low,66,Yes,School Bus,English,None
STU_INST_001_0447,INST_001,PAR_INST_001_0447,MEN_INST_001_015,Anil Thakkar,Male,12th,A,119979,2009-07-28,2023-12-02,2025-26,94.6,3.13,0,Low,63,Partial,Private Vehicle,Hindi,None
STU_INST_001_0448,INST_001,PAR_INST_001_0448,MEN_INST_001_016,Meera Kale,Female,10th,B,9t5289,2008-07-16,2024-11-07,2025-26,73.5,2.55,1,Medium,84,No,Private Vehicle,Regional Language,None
STU_INST_001_0449,INST_001,PAR_INST_001_0449,MEN_INST_001_017,Riya Srivastava,Female,12th,A,123277,2008-02-12,2025-08-12,2025-26,93.5,3.55,1,Low,83,Partial,Auto Rickshaw,English,None
STU_INST_001_0450,INST_001,PAR_INST_001_0450,MEN_INST_001_018,Anika Subramanian,Female,9th,C,9t5948,2011-02-20,2024-10-23,2025-26,80.5,3.54,2,Medium,35,No,School Bus,Regional Language,None
STU_INST_001_0451,INST_001,PAR_INST_001_0451,MEN_INST_001_019,Om Bhardwaj,Male,11th,D,113647,2008-05-07,2024-07-02,2025-26,64.3,3.51,1,Medium,93,Yes,Bicycle,Hindi,Learning Disability
STU_INST_001_0452,INST_001,PAR_INST_001_0452,MEN_INST_001_020,Ashish Joshi,Male,12th,B,115374,2007-11-09,2025-01-05,2025-26,86.2,2.64,0,Low,79,Partial,Private Vehicle,Hindi,None
STU_INST_001_0453,INST_001,PAR_INST_001_0453,MEN_INST_001_021,Aadhya Sethi,Female,10th,C,9t9797,2011-04-02,2024-05-10,2025-26,74.4,3.27,2,Medium,53,Partial,Walking,English,None
STU_INST_001_0454,INST_001,PAR_INST_001_0454,MEN_INST_001_022,Harsh Shukla,Male,12th,E,114044,2009-03-08,2024-06-01,2025-26,67.0,2.39,0,Medium,67,Yes,School Bus,Regional Language,None
STU_INST_001_0455,INST_001,PAR_INST_001_0455,MEN_INST_001_023,Shaurya Ghosh,Male,11th,D,123015,2010-04-07,2025-03-07,2025-26,97.4,2.01,5,Medium,84,Partial,School Bus,Regional Language,None
STU_INST_001_0456,INST_001,PAR_INST_001_0456,MEN_INST_001_024,Shaurya Mehta,Male,12th,E,9t8133,2007-12-10,2024-12-08,2025-26,86.1,3.19,1,Low,57,Yes,Walking,Regional Language,ADHD
STU_INST_001_0457,INST_001,PAR_INST_001_0457,MEN_INST_001_001,Arya Iyer,Female,10th,A,121900,2010-12-17,2023-10-01,2025-26,56.4,1.43,2,High,89,No,Private Vehicle,English,None
STU_INST_001_0458,INST_001,PAR_INST_001_0458,MEN_INST_001_002,Aadhya Chopra,Female,12th,A,114862,2009-02-05,2024-04-14,2025-26,74.0,2.75,2,Medium,93,No,Auto Rickshaw,Hindi,None
STU_INST_001_0459,INST_001,PAR_INST_001_0459,MEN_INST_001_003,Pooja Jadhav,Female,9th,D,101582,2007-11-18,2025-04-22,2025-26,75.5,3.25,3,Medium,55,Yes,Private Vehicle,English,Learning Disability
STU_INST_001_0460,INST_001,PAR_INST_001_0460,MEN_INST_001_004,Deepak Panchal,Male,12th,C,125120,2011-05-06,2025-02-03,2025-26,95.3,2.48,0,Low,94,Yes,School Bus,English,None
STU_INST_001_0461,INST_001,PAR_INST_001_0461,MEN_INST_001_005,Shriya Roy,Female,11th,E,113587,2010-12-06,2024-06-21,2025-26,87.5,3.9,0,Low,76,No,Private Vehicle,English,None
STU_INST_001_0462,INST_001,PAR_INST_001_0462,MEN_INST_001_006,Vivaan Malhotra,Male,9th,B,112926,2010-05-03,2025-06-01,2025-26,53.7,2.62,1,Medium,57,No,Walking,English,None
STU_INST_001_0463,INST_001,PAR_INST_001_0463,MEN_INST_001_007,Anjali Chakraborty,Female,9th,B,126016,2009-05-16,2025-01-29,2025-26,97.8,2.28,0,Low,56,Yes,Walking,Hindi,None
STU_INST_001_0464,INST_001,PAR_INST_001_0464,MEN_INST_001_008,Rudra Saxena,Male,11th,B,119381,2008-01-08,2024-09-23,2025-26,96.3,3.83,1,Low,81,Yes,Auto Rickshaw,Hindi,None
STU_INST_001_0465,INST_001,PAR_INST_001_0465,MEN_INST_001_009,Om Chakraborty,Male,12th,C,128473,2009-12-14,2024-02-02,2025-26,80.4,2.7,1,Medium,50,Partial,Private Vehicle,Hindi,None
STU_INST_001_0466,INST_001,PAR_INST_001_0466,MEN_INST_001_010,Aadhya Dutta,Female,12th,C,9t8098,2010-02-07,2025-05-19,2025-26,83.1,3.5,0,Low,44,Yes,School Bus,Hindi,None
STU_INST_001_0467,INST_001,PAR_INST_001_0467,MEN_INST_001_011,Amit Chopra,Male,12th,E,101137,2009-03-08,2024-09-09,2025-26,87.2,3.5,0,Low,35,Yes,Bicycle,English,None
STU_INST_001_0468,INST_001,PAR_INST_001_0468,MEN_INST_001_012,Advik Chaturvedi,Male,11th,E,9t5141,2011-02-23,2025-08-01,2025-26,96.6,3.1,2,Low,78,No,Private Vehicle,Hindi,None
STU_INST_001_0469,INST_001,PAR_INST_001_0469,MEN_INST_001_013,Pooja Joshi,Female,11th,B,123504,2011-04-22,2025-02-07,2025-26,54.8,2.39,2,High,93,No,Walking,Regional Language,None
STU_INST_001_0470,INST_001,PAR_INST_001_0470,MEN_INST_001_014,Pooja Saha,Female,12th,D,128103,2009-01-13,2023-10-13,2025-26,79.9,3.37,2,Medium,54,No,Bicycle,Regional Language,None
STU_INST_001_0471,INST_001,PAR_INST_001_0471,MEN_INST_001_015,Nitin Mandal,Male,12th,B,9t2459,2007-11-05,2024-12-22,2025-26,66.8,3.27,1,Medium,48,Yes,Private Vehicle,Hindi,None
STU_INST_001_0472,INST_001,PAR_INST_001_0472,MEN_INST_001_016,Reyansh Jadhav,Male,9th,B,128930,2011-01-16,2023-12-09,2025-26,78.2,1.36,3,High,71,No,School Bus,Hindi,None
STU_INST_001_0473,INST_001,PAR_INST_001_0473,MEN_INST_001_017,Tanya Mitra,Female,11th,A,118532,2009-09-24,2024-06-11,2025-26,100.0,2.86,0,Low,95,Yes,Bicycle,Regional Language,Learning Disability
STU_INST_001_0474,INST_001,PAR_INST_001_0474,MEN_INST_001_018,Isha Modi,Female,10th,D,9t7861,2008-10-30,2025-02-10,2025-26,70.9,2.01,1,Medium,88,Yes,Auto Rickshaw,Hindi,None
STU_INST_001_0475,INST_001,PAR_INST_001_0475,MEN_INST_001_019,Diya Srivastava,Female,9th,A,127268,2011-04-30,2023-09-29,2025-26,75.6,2.38,2,Medium,94,No,Auto Rickshaw,English,None
STU_INST_001_0476,INST_001,PAR_INST_001_0476,MEN_INST_001_020,Shaurya Jadhav,Male,12th,E,9t9965,2008-11-21,2024-09-08,2025-26,88.8,2.06,0,Medium,85,Yes,Bicycle,Regional Language,None
STU_INST_001_0477,INST_001,PAR_INST_001_0477,MEN_INST_001_021,Rahul Krishnan,Male,9th,A,101808,2010-12-13,2024-04-24,2025-26,83.2,1.93,0,Medium,48,Yes,Private Vehicle,English,None
STU_INST_001_0478,INST_001,PAR_INST_001_0478,MEN_INST_001_022,Kriti Shah,Female,11th,A,103525,2011-07-10,2024-04-29,2025-26,98.3,2.45,1,Low,44,Yes,Private Vehicle,English,None
STU_INST_001_0479,INST_001,PAR_INST_001_0479,MEN_INST_001_023,Vikram Menon,Male,10th,B,109863,2008-04-04,2023-09-26,2025-26,87.7,2.69,1,Low,57,Yes,School Bus,Regional Language,None
STU_INST_001_0480,INST_001,PAR_INST_001_0480,MEN_INST_001_024,Arjit More,Male,12th,D,109865,2008-01-05,2024-05-06,2025-26,68.7,2.96,1,Medium,73,Yes,Bicycle,Regional Language,None
STU_INST_001_0481,INST_001,PAR_INST_001_0481,MEN_INST_001_001,Shalini Subramanian,Female,10th,B,121126,2008-02-28,2024-01-31,2025-26,81.7,3.45,2,Medium,80,No,Private Vehicle,English,None
STU_INST_001_0482,INST_001,PAR_INST_001_0482,MEN_INST_001_002,Ira Malhotra,Female,11th,A,115190,2007-11-15,2024-11-24,2025-26,71.4,1.89,1,Medium,85,Partial,Bicycle,Hindi,None
STU_INST_001_0483,INST_001,PAR_INST_001_0483,MEN_INST_001_003,Vivaan Rao,Male,10th,A,129649,2011-05-11,2024-10-05,2025-26,86.0,3.11,1,Low,78,Partial,Auto Rickshaw,Regional Language,None
STU_INST_001_0484,INST_001,PAR_INST_001_0484,MEN_INST_001_004,Dev Modi,Male,12th,B,9t3838,2008-05-30,2024-03-09,2025-26,74.8,2.89,0,Medium,40,Yes,Private Vehicle,English,None
STU_INST_001_0485,INST_001,PAR_INST_001_0485,MEN_INST_001_005,Preeti Chakraborty,Female,10th,E,9t5745,2011-04-01,2024-01-02,2025-26,84.2,2.43,1,Medium,80,Partial,School Bus,English,None
STU_INST_001_0486,INST_001,PAR_INST_001_0486,MEN_INST_001_006,Isha Verma,Female,10th,B,9t6532,2011-09-18,2024-05-09,2025-26,69.5,1.47,1,High,83,No,Auto Rickshaw,Hindi,Physical Disability
STU_INST_001_0487,INST_001,PAR_INST_001_0487,MEN_INST_001_007,Preeti Shukla,Female,12th,A,101098,2010-12-04,2024-03-03,2025-26,100.0,2.51,0,Low,52,Partial,Walking,English,None
STU_INST_001_0488,INST_001,PAR_INST_001_0488,MEN_INST_001_008,Priya Mitra,Female,12th,E,107693,2010-09-19,2024-11-11,2025-26,78.6,2.41,3,Medium,88,Yes,Auto Rickshaw,Regional Language,None
STU_INST_001_0489,INST_001,PAR_INST_001_0489,MEN_INST_001_009,Ishika Jindal,Female,12th,B,104941,2008-11-18,2025-05-03,2025-26,80.5,2.81,4,Medium,47,No,School Bus,Regional Language,None
STU_INST_001_0490,INST_001,PAR_INST_001_0490,MEN_INST_001_010,Diya Pandey,Female,10th,D,123601,2010-09-27,2024-06-19,2025-26,82.9,2.35,0,Medium,89,Partial,Walking,Regional Language,None
STU_INST_001_0491,INST_001,PAR_INST_001_0491,MEN_INST_001_011,Khushi Krishnan,Female,10th,E,112371,2009-04-20,2024-12-21,2025-26,81.5,2.68,0,Medium,55,No,Auto Rickshaw,English,None
STU_INST_001_0492,INST_001,PAR_INST_001_0492,MEN_INST_001_012,Ashish Rao,Male,11th,D,129200,2010-03-07,2024-04-14,2025-26,100.0,2.51,0,Low,41,Yes,Private Vehicle,Regional Language,None
STU_INST_001_0493,INST_001,PAR_INST_001_0493,MEN_INST_001_013,Reyansh Kamath,Male,10th,E,9t6545,2008-10-18,2023-09-27,2025-26,84.4,2.18,1,Medium,90,No,School Bus,English,None
STU_INST_001_0494,INST_001,PAR_INST_001_0494,MEN_INST_001_014,Ayaan Kumar,Male,9th,C,121748,2010-12-25,2025-02-03,2025-26,96.5,3.06,1,Low,84,Partial,Walking,English,None
STU_INST_001_0495,INST_001,PAR_INST_001_0495,MEN_INST_001_015,Shriya Mondal,Female,9th,A,111789,2008-09-14,2025-04-23,2025-26,64.1,3.35,1,Medium,89,Yes,Private Vehicle,Hindi,None
STU_INST_001_0496,INST_001,PAR_INST_001_0496,MEN_INST_001_016,Ankit Mehta,Male,12th,D,9t3341,2009-03-07,2025-05-12,2025-26,100.0,2.65,3,Low,60,Partial,Auto Rickshaw,English,None
STU_INST_001_0497,INST_001,PAR_INST_001_0497,MEN_INST_001_017,Manisha Reddy,Female,12th,A,9t4257,2008-09-26,2024-12-25,2025-26,93.9,1.75,1,Medium,54,No,Bicycle,Regional Language,None
STU_INST_001_0498,INST_001,PAR_INST_001_0498,MEN_INST_001_018,Arnav Saxena,Male,12th,B,9t1502,2010-09-07,2024-03-06,2025-26,97.5,3.48,1,Low,45,Yes,Private Vehicle,English,None
STU_INST_001_0499,INST_001,PAR_INST_001_0499,MEN_INST_001_019,Shriya Rao,Female,11th,A,114835,2011-08-09,2024-11-10,2025-26,65.4,2.67,2,Medium,83,No,Walking,Hindi,None
STU_INST_001_0500,INST_001,PAR_INST_001_0500,MEN_INST_001_020,Aarohi Thakkar,Female,12th,B,111258,2011-08-08,2025-05-16,2025-26,82.7,2.7,1,Medium,72,No,Bicycle,Regional Language,None
STU_INST_001_0501,INST_001,PAR_INST_001_0501,MEN_INST_001_021,Rohan Mehta,Male,11th,A,9t5233,2011-02-20,2023-11-23,2025-26,79.7,2.37,1,Medium,58,Yes,School Bus,English,None
STU_INST_001_0502,INST_001,PAR_INST_001_0502,MEN_INST_001_022,Vivaan Chowdhury,Male,12th,D,9t8811,2011-09-12,2024-07-17,2025-26,57.6,3.56,0,Medium,79,Yes,Bicycle,Regional Language,None
STU_INST_001_0503,INST_001,PAR_INST_001_0503,MEN_INST_001_023,Shweta More,Female,10th,A,123073,2008-09-28,2024-10-05,2025-26,81.6,2.97,1,Medium,84,Partial,School Bus,Regional Language,None
STU_INST_001_0504,INST_001,PAR_INST_001_0504,MEN_INST_001_024,Maya Panchal,Female,10th,B,115169,2010-04-14,2025-06-21,2025-26,74.9,2.79,2,Medium,55,No,Bicycle,English,None
STU_INST_001_0505,INST_001,PAR_INST_001_0505,MEN_INST_001_001,Priyanka Joshi,Female,10th,A,107717,2010-08-15,2023-10-22,2025-26,65.5,2.58,0,Medium,60,Yes,School Bus,Regional Language,None
STU_INST_001_0506,INST_001,PAR_INST_001_0506,MEN_INST_001_002,Ashish Singhal,Male,11th,E,112795,2009-01-16,2025-03-09,2025-26,78.1,3.76,0,Low,90,Yes,School Bus,Regional Language,ADHD
STU_INST_001_0507,INST_001,PAR_INST_001_0507,MEN_INST_001_003,Veer Dutta,Male,12th,E,124978,2009-04-07,2025-04-02,2025-26,80.6,2.94,4,Medium,41,Partial,Auto Rickshaw,Hindi,None
STU_INST_001_0508,INST_001,PAR_INST_001_0508,MEN_INST_001_004,Rajesh Arora,Male,11th,A,118888,2011-07-02,2024-08-08,2025-26,80.4,3.07,1,Low,79,No,School Bus,English,None
STU_INST_001_0509,INST_001,PAR_INST_001_0509,MEN_INST_001_005,Swati Das,Female,12th,C,9t8019,2009-12-13,2024-07-09,2025-26,64.1,2.89,1,Medium,59,No,Bicycle,English,None
STU_INST_001_0510,INST_001,PAR_INST_001_0510,MEN_INST_001_006,Sai Shukla,Male,10th,A,121295,2011-02-18,2024-03-01,2025-26,91.6,3.1,1,Low,79,Partial,School Bus,Regional Language,None
STU_INST_001_0511,INST_001,PAR_INST_001_0511,MEN_INST_001_007,Samar Kale,Male,12th,D,107706,2010-09-12,2024-08-12,2025-26,70.2,2.43,0,Medium,81,No,Private Vehicle,Hindi,None
STU_INST_001_0512,INST_001,PAR_INST_001_0512,MEN_INST_001_008,Rajesh Pillai,Male,10th,B,119410,2008-02-06,2024-11-26,2025-26,63.1,2.28,2,High,69,Yes,Auto Rickshaw,Hindi,ADHD
STU_INST_001_0513,INST_001,PAR_INST_001_0513,MEN_INST_001_009,Samar Mandal,Male,11th,B,113377,2010-10-26,2023-12-20,2025-26,65.9,2.94,1,Medium,73,Partial,Bicycle,Regional Language,None
STU_INST_001_0514,INST_001,PAR_INST_001_0514,MEN_INST_001_010,Ayaan Joshi,Male,9th,A,104589,2008-06-14,2024-02-07,2025-26,44.0,2.63,4,High,71,Yes,School Bus,Regional Language,None
STU_INST_001_0515,INST_001,PAR_INST_001_0515,MEN_INST_001_011,Rohan Aggarwal,Male,12th,C,111261,2011-02-15,2024-10-10,2025-26,75.3,2.03,0,Medium,37,No,Bicycle,Hindi,None
STU_INST_001_0516,INST_001,PAR_INST_001_0516,MEN_INST_001_012,Rajesh Bansal,Male,12th,A,9t6324,2008-04-18,2025-06-21,2025-26,100.0,1.9,0,Medium,44,Partial,Bicycle,Regional Language,None
STU_INST_001_0517,INST_001,PAR_INST_001_0517,MEN_INST_001_013,Karan Shetty,Male,10th,D,9t2826,2008-10-28,2025-02-01,2025-26,86.0,3.86,1,Low,84,Partial,Bicycle,Hindi,None
STU_INST_001_0518,INST_001,PAR_INST_001_0518,MEN_INST_001_014,Nitin Nair,Male,12th,E,122303,2009-05-28,2025-01-31,2025-26,76.6,2.97,1,Medium,59,No,Bicycle,English,None
STU_INST_001_0519,INST_001,PAR_INST_001_0519,MEN_INST_001_015,Neha Biswas,Female,12th,E,113948,2007-11-10,2024-07-20,2025-26,80.1,2.1,3,Medium,74,Yes,Walking,Hindi,None
STU_INST_001_0520,INST_001,PAR_INST_001_0520,MEN_INST_001_016,Tanvi Ghosh,Female,9th,C,9t3266,2010-04-10,2024-09-16,2025-26,60.3,2.29,0,Medium,88,Yes,Bicycle,Hindi,None
STU_INST_001_0521,INST_001,PAR_INST_001_0521,MEN_INST_001_017,Seema Tiwari,Female,9th,C,123672,2010-03-26,2024-10-19,2025-26,73.1,3.62,1,Low,88,Partial,School Bus,Regional Language,None
STU_INST_001_0522,INST_001,PAR_INST_001_0522,MEN_INST_001_018,Shalini Shetty,Female,11th,A,9t4699,2008-07-02,2025-04-24,2025-26,97.8,2.93,3,Low,93,Partial,Private Vehicle,Regional Language,None
STU_INST_001_0523,INST_001,PAR_INST_001_0523,MEN_INST_001_019,Kavita Joshi,Female,11th,B,9t2659,2010-05-15,2024-11-07,2025-26,90.3,2.85,0,Low,88,Partial,Auto Rickshaw,Hindi,None
STU_INST_001_0524,INST_001,PAR_INST_001_0524,MEN_INST_001_020,Vinod Mishra,Male,9th,C,9t5800,2009-07-13,2025-02-17,2025-26,99.5,2.68,1,Low,54,No,Auto Rickshaw,Hindi,None
STU_INST_001_0525,INST_001,PAR_INST_001_0525,MEN_INST_001_021,Rajesh Kumar,Male,10th,B,123664,2009-01-07,2024-12-28,2025-26,80.0,3.4,2,Medium,49,Yes,Auto Rickshaw,Regional Language,None
STU_INST_001_0526,INST_001,PAR_INST_001_0526,MEN_INST_001_022,Amit Thakkar,Male,11th,C,129193,2010-02-17,2024-12-06,2025-26,81.7,2.57,3,Medium,83,Yes,School Bus,Regional Language,None
STU_INST_001_0527,INST_001,PAR_INST_001_0527,MEN_INST_001_023,Yash Mathur,Male,11th,E,127859,2011-02-24,2024-04-06,2025-26,67.4,1.97,1,High,64,Partial,Private Vehicle,English,None
STU_INST_001_0528,INST_001,PAR_INST_001_0528,MEN_INST_001_024,Maya Kulkarni,Female,9th,E,117502,2009-03-21,2024-06-14,2025-26,96.3,3.11,0,Low,39,No,School Bus,Regional Language,None
STU_INST_001_0529,INST_001,PAR_INST_001_0529,MEN_INST_001_001,Sai Shinde,Male,10th,C,123671,2009-12-07,2024-04-10,2025-26,89.7,3.23,0,Low,79,No,Private Vehicle,English,Dyslexia
