parent_id,institute_id,father_name,mother_name,primary_contact,email,phone_primary,phone_secondary,address,occupation_father,occupation_mother,income_bracket,children_count,religion,caste_category
PAR_INST_001_0391,INST_001,Aditya Chaturvedi,Anjali Chaturvedi,Aditya Chaturvedi,aditya285@hotmail.com,+91-8815421447,+91-8432449134,"Flat No. 99, Nagar 36, Chennai",Software Developer,Software Developer,2-5 LPA,1,Hindu,General
PAR_INST_001_0392,INST_001,Vinod Saha,Pooja Saha,Vinod Saha,vinod.saha@outlook.com,+91-9249678274,+91-9517674124,"House No. 992, Enclave 6, Chennai",Police Officer,Consultant,2-5 LPA,1,Jain,General
PAR_INST_001_0393,INST_001,Suresh Goyal,Shriya Goyal,Suresh Goyal,sgoyal@yahoo.co.in,+91-8215061853,+91-8100329633,"Plot No. 482, Colony 32, Chennai",Software Developer,Nurse,25+ LPA,1,Sikh,SC
PAR_INST_001_0394,INST_001,Krishna Dubey,Kriti Dubey,Krishna Dubey,krishna974@yahoo.co.in,+91-9206178932,+91-9764969357,"Flat No. 899, Vihar 15, Chennai",Consultant,Doctor,25+ LPA,1,Sikh,ST
PAR_INST_001_0395,INST_001,Arjit Kamath,Avni Kamath,Arjit Kamath,akamath@outlook.com,+91-9531467536,+91-9527515627,"Villa No. 616, Extension 44, Chennai",Businessman,Homemaker,5-10 LPA,1,Christian,OBC
PAR_INST_001_0396,INST_001,Ashish Jain,Sana Jain,Ashish Jain,ashish_jain@rediffmail.com,+91-8676640473,+91-8804763928,"Flat No. 799, Block 40, Chennai",Bank Manager,Government Employee,2-5 LPA,1,Buddhist,General
PAR_INST_001_0397,INST_001,Advait Singh,Swati Singh,Advait Singh,advait_singh@outlook.com,+91-8110835832,+91-8163425563,"Flat No. 963, Sector 3, Chennai",Software Developer,Homemaker,15-25 LPA,1,Hindu,ST
PAR_INST_001_0398,INST_001,Ravi Agarwal,Sneha Agarwal,Ravi Agarwal,ravi.agarwal@yahoo.com,+91-9104166241,+91-9618600892,"House No. 754, Extension 13, Chennai",Software Developer,Bank Employee,5-10 LPA,1,Christian,ST
PAR_INST_001_0399,INST_001,Sanjay Singh,Sapna Singh,Sanjay Singh,sanjaysingh@gmail.com,+91-9097646136,+91-8147488360,"Villa No. 746, Extension 24, Chennai",Contractor,Software Developer,25+ LPA,1,Hindu,ST
PAR_INST_001_0400,INST_001,Riyansh Chowdhury,Ananya Chowdhury,Riyansh Chowdhury,riyanshchowdhury@rediffmail.com,+91-8779145211,+91-8123793126,"Villa No. 536, Nagar 4, Chennai",Contractor,Lawyer,5-10 LPA,1,Sikh,SC
PAR_INST_001_0401,INST_001,Kabir Raman,Aarohi Raman,Kabir Raman,kabir330@hotmail.com,+91-8504387875,+91-9157788116,"House No. 385, Colony 49, Chennai",Engineer,Nurse,15-25 LPA,1,Jain,General
PAR_INST_001_0402,INST_001,Shaurya Dubey,Shalini Dubey,Shaurya Dubey,sdubey@rediffmail.com,+91-9387286604,+91-9564485959,"Flat No. 145, Vihar 34, Chennai",IAS Officer,Engineer,15-25 LPA,1,Jain,SC
PAR_INST_001_0403,INST_001,Manoj Mondal,Sunita Mondal,Manoj Mondal,manojmondal@outlook.com,+91-9428705622,+91-8310433187,"Plot No. 97, Sector 40, Chennai",Lawyer,Bank Employee,2-5 LPA,1,Hindu,SC
PAR_INST_001_0404,INST_001,Arjit Ganguly,Shreya Ganguly,Arjit Ganguly,arjit.ganguly@yahoo.com,+91-9046945964,+91-8183192134,"Flat No. 270, Block 9, Chennai",Contractor,Software Developer,15-25 LPA,1,Jain,ST
PAR_INST_001_0405,INST_001,Deepak Chowdhury,Pihu Chowdhury,Deepak Chowdhury,deepak_chowdhury@yahoo.co.in,+91-7973203319,+91-9422705102,"Villa No. 436, Market 21, Chennai",Government Employee,Software Developer,< 2 LPA,1,Muslim,ST
PAR_INST_001_0406,INST_001,Nitin Bhat,Riya Bhat,Nitin Bhat,nitin_bhat@hotmail.com,+91-8881932426,+91-8177418652,"House No. 887, Enclave 30, Chennai",Contractor,Principal,5-10 LPA,1,Jain,ST
PAR_INST_001_0407,INST_001,Rudra Pal,Sana Pal,Rudra Pal,rudra_pal@yahoo.com,+91-9837583094,+91-8815480940,"Plot No. 658, Market 26, Chennai",Engineer,Professor,25+ LPA,1,Christian,SC
PAR_INST_001_0408,INST_001,Arjit Jain,Maya Jain,Arjit Jain,ajain@hotmail.com,+91-8472781050,+91-7922216107,"House No. 322, Block 35, Chennai",Government Employee,Designer,2-5 LPA,1,Jain,General
PAR_INST_001_0409,INST_001,Deepak Parikh,Neha Parikh,Deepak Parikh,deepak928@yahoo.co.in,+91-8780660138,+91-9441270493,"Villa No. 178, Sector 20, Chennai",Government Employee,Software Developer,5-10 LPA,1,Hindu,SC
PAR_INST_001_0410,INST_001,Anil Mitra,Sara Mitra,Anil Mitra,amitra@gmail.com,+91-9512125902,+91-9835713432,"Plot No. 55, Extension 46, Chennai",Government Employee,Nurse,5-10 LPA,1,Muslim,SC
PAR_INST_001_0411,INST_001,Ashish Mathur,Pooja Mathur,Ashish Mathur,ashishmathur@yahoo.com,+91-8947417595,+91-8787209628,"Flat No. 720, Extension 23, Chennai",IAS Officer,Consultant,25+ LPA,1,Christian,OBC
PAR_INST_001_0412,INST_001,Deepak Suthar,Shriya Suthar,Deepak Suthar,deepak_suthar@gmail.com,+91-8234374018,+91-9372795596,"House No. 331, Block 41, Chennai",Farmer,Designer,< 2 LPA,1,Muslim,ST
PAR_INST_001_0413,INST_001,Raj Kumar,Seema Kumar,Raj Kumar,raj.kumar@yahoo.com,+91-8742782079,+91-8499667345,"Plot No. 495, Extension 20, Chennai",Engineer,Engineer,15-25 LPA,1,Hindu,ST
PAR_INST_001_0414,INST_001,Akash Joshi,Maya Joshi,Akash Joshi,akash.joshi@yahoo.com,+91-8224983922,+91-8801425762,"Villa No. 1, Colony 13, Chennai",Consultant,Nurse,5-10 LPA,1,Christian,General
PAR_INST_001_0415,INST_001,Atharv Patel,Meera Patel,Atharv Patel,atharvpatel@yahoo.com,+91-8150725178,+91-8637673162,"Plot No. 782, Colony 26, Chennai",Contractor,Government Employee,5-10 LPA,1,Jain,ST
PAR_INST_001_0416,INST_001,Yash Kamath,Tanvi Kamath,Yash Kamath,ykamath@yahoo.co.in,+91-8003923555,+91-8209961327,"Flat No. 46, Nagar 20, Chennai",Shopkeeper,Teacher,5-10 LPA,1,Sikh,OBC
PAR_INST_001_0417,INST_001,Akash Singhal,Rekha Singhal,Akash Singhal,asinghal@gmail.com,+91-9062268171,+91-8716025298,"Villa No. 703, Market 1, Chennai",Lawyer,Principal,25+ LPA,1,Sikh,ST
PAR_INST_001_0418,INST_001,Laksh Mishra,Sapna Mishra,Laksh Mishra,laksh.mishra@hotmail.com,+91-8485758512,+91-8586120594,"Flat No. 528, Market 28, Chennai",Engineer,Lawyer,5-10 LPA,1,Hindu,General
PAR_INST_001_0419,INST_001,Ravi Pawar,Nidhi Pawar,Ravi Pawar,ravi911@yahoo.co.in,+91-8746540842,+91-8956075409,"House No. 366, Sector 35, Chennai",Police Officer,Businesswoman,2-5 LPA,1,Muslim,General
PAR_INST_001_0420,INST_001,Vinod Bhatia,Khushi Bhatia,Vinod Bhatia,vbhatia@rediffmail.com,+91-9057938970,+91-9655029168,"House No. 346, Vihar 28, Chennai",Shopkeeper,Homemaker,2-5 LPA,1,Jain,SC
PAR_INST_001_0421,INST_001,Advait Vyas,Zara Vyas,Advait Vyas,avyas@gmail.com,+91-9294498830,+91-8797364248,"House No. 620, Extension 12, Chennai",IAS Officer,Doctor,5-10 LPA,1,Hindu,ST
PAR_INST_001_0422,INST_001,Rudra Singh,Shweta Singh,Rudra Singh,rudra_singh@outlook.com,+91-8495133053,+91-9694979695,"Villa No. 488, Sector 22, Chennai",Farmer,Government Employee,5-10 LPA,1,Sikh,OBC
PAR_INST_001_0423,INST_001,Anil Chakraborty,Meera Chakraborty,Anil Chakraborty,anilchakraborty@yahoo.co.in,+91-8646091785,+91-9638544577,"House No. 160, Colony 40, Chennai",Farmer,Bank Employee,10-15 LPA,1,Sikh,General
PAR_INST_001_0424,INST_001,Samar Rao,Sana Rao,Samar Rao,srao@hotmail.com,+91-9469116331,+91-8042268653,"Villa No. 923, Vihar 21, Chennai",Contractor,Government Employee,25+ LPA,1,Hindu,SC
PAR_INST_001_0425,INST_001,Sanjay Saha,Tanvi Saha,Sanjay Saha,ssaha@rediffmail.com,+91-8447226408,+91-8872169666,"Flat No. 652, Sector 40, Chennai",Businessman,Nurse,15-25 LPA,1,Buddhist,General
PAR_INST_001_0426,INST_001,Yash Chowdhury,Navya Chowdhury,Yash Chowdhury,yash.chowdhury@outlook.com,+91-7932971509,+91-8688327532,"Villa No. 960, Nagar 21, Chennai",Teacher,Doctor,< 2 LPA,1,Hindu,OBC
PAR_INST_001_0427,INST_001,Harsh Kale,Manisha Kale,Harsh Kale,harsh701@rediffmail.com,+91-9127819523,+91-8410068761,"Villa No. 981, Vihar 46, Chennai",Accountant,Teacher,25+ LPA,1,Buddhist,General
PAR_INST_001_0428,INST_001,Abhishek Roy,Navya Roy,Abhishek Roy,aroy@yahoo.co.in,+91-9756876112,+91-9091256523,"Villa No. 216, Vihar 7, Chennai",Farmer,Principal,25+ LPA,1,Hindu,ST
PAR_INST_001_0429,INST_001,Om Banerjee,Ira Banerjee,Om Banerjee,om_banerjee@outlook.com,+91-8975749490,+91-9428403595,"Plot No. 315, Colony 37, Chennai",IAS Officer,Doctor,10-15 LPA,1,Jain,ST
PAR_INST_001_0430,INST_001,Shivansh Nair,Aarohi Nair,Shivansh Nair,shivanshnair@hotmail.com,+91-8964303942,+91-8004588679,"Flat No. 996, Enclave 42, Chennai",Teacher,Bank Employee,15-25 LPA,1,Christian,SC
PAR_INST_001_0431,INST_001,Nitin Banerjee,Arya Banerjee,Nitin Banerjee,nitin892@rediffmail.com,+91-9376015343,+91-9124913577,"House No. 861, Nagar 48, Chennai",Businessman,Government Employee,25+ LPA,1,Hindu,ST
PAR_INST_001_0432,INST_001,Arjit Bhatia,Seema Bhatia,Arjit Bhatia,arjit_bhatia@hotmail.com,+91-8181079833,+91-9023372094,"Plot No. 94, Nagar 47, Chennai",Software Developer,Teacher,2-5 LPA,1,Buddhist,SC
PAR_INST_001_0433,INST_001,Vihaan Chaturvedi,Shreya Chaturvedi,Vihaan Chaturvedi,vihaan600@rediffmail.com,+91-8418051371,+91-8417318939,"Villa No. 308, Sector 38, Chennai",Shopkeeper,Designer,< 2 LPA,1,Jain,ST
PAR_INST_001_0434,INST_001,Laksh Trivedi,Pooja Trivedi,Laksh Trivedi,laksh826@rediffmail.com,+91-9846947258,+91-8384448354,"Plot No. 641, Market 8, Chennai",Contractor,Nurse,10-15 LPA,1,Hindu,SC
PAR_INST_001_0435,INST_001,Sanjay Das,Priyanka Das,Sanjay Das,sanjay.das@rediffmail.com,+91-8917582313,+91-9248458714,"Flat No. 585, Colony 21, Chennai",Teacher,Engineer,10-15 LPA,1,Muslim,OBC
PAR_INST_001_0436,INST_001,Varun Dave,Sneha Dave,Varun Dave,varun980@rediffmail.com,+91-7964347452,+91-8955574696,"Villa No. 6, Extension 4, Chennai",Shopkeeper,Government Employee,25+ LPA,1,Muslim,ST
PAR_INST_001_0437,INST_001,Laksh Reddy,Ananya Reddy,Laksh Reddy,laksh_reddy@outlook.com,+91-8705665883,+91-9298741132,"Plot No. 741, Market 47, Chennai",Bank Manager,Lawyer,< 2 LPA,1,Jain,ST
PAR_INST_001_0438,INST_001,Veer Banerjee,Preeti Banerjee,Veer Banerjee,veer622@rediffmail.com,+91-9710548574,+91-9572156229,"Plot No. 588, Nagar 36, Chennai",Doctor,Lawyer,2-5 LPA,1,Christian,SC
PAR_INST_001_0439,INST_001,Yogesh Bose,Rekha Bose,Yogesh Bose,yogeshbose@gmail.com,+91-8857325737,+91-8753449021,"Villa No. 438, Extension 32, Chennai",Contractor,Homemaker,15-25 LPA,1,Hindu,SC
PAR_INST_001_0440,INST_001,Vivaan Mitra,Anjali Mitra,Vivaan Mitra,vivaan983@outlook.com,+91-8174951191,+91-8118281979,"Flat No. 770, Block 50, Chennai",IAS Officer,Businesswoman,5-10 LPA,1,Sikh,ST
PAR_INST_001_0441,INST_001,Kabir Singhal,Arya Singhal,Kabir Singhal,kabirsinghal@yahoo.co.in,+91-8057860694,+91-9896003562,"Plot No. 877, Nagar 38, Chennai",IAS Officer,Consultant,5-10 LPA,1,Buddhist,ST
PAR_INST_001_0442,INST_001,Arnav Shukla,Pooja Shukla,Arnav Shukla,arnav_shukla@yahoo.co.in,+91-8023234210,+91-8190285155,"Flat No. 674, Nagar 13, Chennai",Government Employee,Nurse,10-15 LPA,1,Christian,OBC
PAR_INST_001_0443,INST_001,Rudra Venkatesh,Ananya Venkatesh,Rudra Venkatesh,rvenkatesh@gmail.com,+91-8607360776,+91-9236911289,"House No. 167, Nagar 8, Chennai",Lawyer,Professor,15-25 LPA,1,Christian,SC
PAR_INST_001_0444,INST_001,Ashish Pandey,Meera Pandey,Ashish Pandey,ashish819@outlook.com,+91-8348170066,+91-8615541643,"House No. 667, Extension 31, Chennai",Engineer,Doctor,25+ LPA,1,Jain,SC
PAR_INST_001_0445,INST_001,Aditya Jindal,Preeti Jindal,Aditya Jindal,aditya.jindal@yahoo.com,+91-8222700934,+91-8796262282,"Flat No. 374, Block 11, Chennai",Engineer,Lawyer,2-5 LPA,1,Christian,ST
PAR_INST_001_0446,INST_001,Arjit Hegde,Sunita Hegde,Arjit Hegde,arjit.hegde@gmail.com,+91-8807026086,+91-7982210531,"Villa No. 68, Block 31, Chennai",Lawyer,Businesswoman,15-25 LPA,1,Sikh,OBC
PAR_INST_001_0447,INST_001,Yash Thakkar,Aadhya Thakkar,Yash Thakkar,ythakkar@outlook.com,+91-9458591779,+91-9223822311,"Villa No. 290, Block 16, Chennai",Businessman,Doctor,2-5 LPA,1,Jain,SC
PAR_INST_001_0448,INST_001,Deepak Kale,Myra Kale,Deepak Kale,deepak533@hotmail.com,+91-9025652906,+91-9732020326,"Plot No. 12, Market 31, Chennai",Software Developer,Government Employee,2-5 LPA,1,Jain,ST
PAR_INST_001_0449,INST_001,Abhishek Srivastava,Manisha Srivastava,Abhishek Srivastava,abhishek270@rediffmail.com,+91-9548552457,+91-8171584156,"House No. 988, Colony 7, Chennai",Businessman,Lawyer,< 2 LPA,1,Hindu,SC
PAR_INST_001_0450,INST_001,Krishna Subramanian,Sapna Subramanian,Krishna Subramanian,krishna447@gmail.com,+91-8226832303,+91-8789298808,"Plot No. 553, Nagar 45, Chennai",Accountant,Nurse,5-10 LPA,1,Muslim,General
PAR_INST_001_0451,INST_001,Shivansh Bhardwaj,Kriti Bhardwaj,Shivansh Bhardwaj,shivansh880@yahoo.com,+91-9489634064,+91-8686775240,"House No. 258, Vihar 14, Chennai",Consultant,Professor,15-25 LPA,1,Buddhist,General
PAR_INST_001_0452,INST_001,Vihaan Joshi,Khushi Joshi,Vihaan Joshi,vihaanjoshi@yahoo.com,+91-8626693351,+91-9142619237,"Flat No. 689, Vihar 49, Chennai",Farmer,Homemaker,25+ LPA,1,Hindu,SC
PAR_INST_001_0453,INST_001,Manoj Sethi,Pihu Sethi,Manoj Sethi,msethi@yahoo.com,+91-8441897215,+91-9006417692,"Villa No. 777, Vihar 15, Chennai",Accountant,Teacher,< 2 LPA,1,Jain,SC
PAR_INST_001_0454,INST_001,Rohan Shukla,Priyanka Shukla,Rohan Shukla,rshukla@rediffmail.com,+91-9714448564,+91-8710173973,"Villa No. 682, Vihar 7, Chennai",Contractor,Designer,25+ LPA,1,Sikh,ST
PAR_INST_001_0455,INST_001,Yash Ghosh,Myra Ghosh,Yash Ghosh,yash44@gmail.com,+91-8019113599,+91-8560577980,"Villa No. 833, Extension 43, Chennai",Consultant,Homemaker,2-5 LPA,1,Buddhist,OBC
PAR_INST_001_0456,INST_001,Vivaan Mehta,Seema Mehta,Vivaan Mehta,vmehta@gmail.com,+91-8445553470,+91-8874238856,"Plot No. 800, Colony 32, Chennai",Software Developer,Teacher,5-10 LPA,1,Christian,OBC
PAR_INST_001_0457,INST_001,Suresh Iyer,Saanvi Iyer,Suresh Iyer,siyer@outlook.com,+91-7972634755,+91-8452250139,"Plot No. 931, Vihar 49, Chennai",Accountant,Software Developer,2-5 LPA,1,Sikh,General
PAR_INST_001_0458,INST_001,Advik Chopra,Priya Chopra,Advik Chopra,achopra@outlook.com,+91-9458562614,+91-7991537038,"Flat No. 684, Vihar 2, Chennai",Lawyer,Engineer,25+ LPA,1,Muslim,OBC
PAR_INST_001_0459,INST_001,Riyansh Jadhav,Arya Jadhav,Riyansh Jadhav,riyansh.jadhav@outlook.com,+91-9109776889,+91-9262896964,"Plot No. 823, Vihar 28, Chennai",Farmer,Government Employee,2-5 LPA,1,Christian,SC
PAR_INST_001_0460,INST_001,Arjun Panchal,Khushi Panchal,Arjun Panchal,arjunpanchal@hotmail.com,+91-8021878519,+91-9158374907,"Villa No. 510, Extension 5, Chennai",Teacher,Homemaker,15-25 LPA,1,Sikh,General
PAR_INST_001_0461,INST_001,Rajesh Roy,Riya Roy,Rajesh Roy,rajesh_roy@gmail.com,+91-9094097626,+91-9274845398,"Villa No. 148, Enclave 1, Chennai",Bank Manager,Homemaker,25+ LPA,1,Christian,General
PAR_INST_001_0462,INST_001,Laksh Malhotra,Tanya Malhotra,Laksh Malhotra,lmalhotra@yahoo.co.in,+91-9333922071,+91-8811696667,"Flat No. 868, Enclave 12, Chennai",Doctor,Doctor,5-10 LPA,1,Muslim,ST
PAR_INST_001_0463,INST_001,Aryan Chakraborty,Priya Chakraborty,Aryan Chakraborty,achakraborty@yahoo.com,+91-9151571840,+91-7908051208,"House No. 5, Enclave 25, Chennai",Government Employee,Homemaker,15-25 LPA,1,Buddhist,SC
PAR_INST_001_0464,INST_001,Arjun Saxena,Pooja Saxena,Arjun Saxena,asaxena@yahoo.com,+91-8135129592,+91-8428270908,"House No. 827, Vihar 19, Chennai",Doctor,Government Employee,25+ LPA,1,Muslim,OBC
PAR_INST_001_0465,INST_001,Reyansh Chakraborty,Pooja Chakraborty,Reyansh Chakraborty,reyansh159@outlook.com,+91-8486718153,+91-8723736050,"Villa No. 831, Block 34, Chennai",Doctor,Principal,25+ LPA,1,Christian,ST
PAR_INST_001_0466,INST_001,Samar Dutta,Arya Dutta,Samar Dutta,samar_dutta@yahoo.com,+91-8434666617,+91-9871587964,"Villa No. 806, Vihar 50, Chennai",IAS Officer,Professor,< 2 LPA,1,Buddhist,General
PAR_INST_001_0467,INST_001,Advik Chopra,Sapna Chopra,Advik Chopra,advik766@hotmail.com,+91-9350800463,+91-8780688285,"House No. 933, Nagar 7, Chennai",Lawyer,Nurse,2-5 LPA,1,Jain,SC
PAR_INST_001_0468,INST_001,Arjun Chaturvedi,Priyanka Chaturvedi,Arjun Chaturvedi,arjun585@gmail.com,+91-9763140352,+91-8635602293,"Plot No. 904, Extension 44, Chennai",Bank Manager,Professor,25+ LPA,1,Christian,OBC
PAR_INST_001_0469,INST_001,Arnav Joshi,Shweta Joshi,Arnav Joshi,ajoshi@rediffmail.com,+91-8643749060,+91-8423111271,"Flat No. 550, Enclave 11, Chennai",Police Officer,Doctor,25+ LPA,1,Jain,ST
PAR_INST_001_0470,INST_001,Rahul Saha,Rekha Saha,Rahul Saha,rahul877@outlook.com,+91-9516318732,+91-8207711306,"Flat No. 86, Block 16, Chennai",Shopkeeper,Bank Employee,5-10 LPA,1,Sikh,OBC
PAR_INST_001_0471,INST_001,Abhishek Mandal,Pihu Mandal,Abhishek Mandal,abhishek679@yahoo.com,+91-9250902542,+91-8773066248,"House No. 231, Colony 41, Chennai",Businessman,Government Employee,25+ LPA,1,Jain,ST
PAR_INST_001_0472,INST_001,Vivaan Jadhav,Diya Jadhav,Vivaan Jadhav,vivaan617@outlook.com,+91-8122850116,+91-8280925502,"House No. 701, Nagar 1, Chennai",Shopkeeper,Homemaker,15-25 LPA,1,Hindu,ST
PAR_INST_001_0473,INST_001,Laksh Mitra,Ishika Mitra,Laksh Mitra,laksh.mitra@hotmail.com,+91-8110796496,+91-8437945772,"Villa No. 550, Enclave 15, Chennai",Teacher,Doctor,25+ LPA,1,Jain,OBC
PAR_INST_001_0474,INST_001,Nitin Modi,Sneha Modi,Nitin Modi,nitin.modi@rediffmail.com,+91-8920768362,+91-8736667776,"Villa No. 373, Enclave 21, Chennai",IAS Officer,Businesswoman,2-5 LPA,1,Jain,OBC
PAR_INST_001_0475,INST_001,Rohan Srivastava,Riya Srivastava,Rohan Srivastava,rohansrivastava@yahoo.co.in,+91-7957865436,+91-9471874960,"Flat No. 223, Enclave 36, Chennai",Consultant,Nurse,25+ LPA,1,Sikh,ST
PAR_INST_001_0476,INST_001,Atharv Jadhav,Ananya Jadhav,Atharv Jadhav,ajadhav@hotmail.com,+91-9349269326,+91-8873275998,"House No. 693, Block 5, Chennai",Doctor,Homemaker,< 2 LPA,1,Hindu,SC
PAR_INST_001_0477,INST_001,Sai Krishnan,Rashmi Krishnan,Sai Krishnan,saikrishnan@yahoo.com,+91-8915959775,+91-9344182226,"House No. 546, Extension 11, Chennai",Accountant,Software Developer,25+ LPA,1,Sikh,SC
PAR_INST_001_0478,INST_001,Veer Shah,Ishika Shah,Veer Shah,veershah@rediffmail.com,+91-9502676720,+91-8057992707,"Plot No. 907, Enclave 6, Chennai",Consultant,Government Employee,< 2 LPA,1,Muslim,OBC
PAR_INST_001_0479,INST_001,Varun Menon,Kiara Menon,Varun Menon,varunmenon@gmail.com,+91-9254159709,+91-8062543848,"House No. 502, Enclave 11, Chennai",Engineer,Principal,2-5 LPA,1,Jain,SC
PAR_INST_001_0480,INST_001,Aryan More,Anjali More,Aryan More,aryan_more@yahoo.co.in,+91-8415802909,+91-9846376604,"Villa No. 344, Enclave 33, Chennai",Software Developer,Consultant,10-15 LPA,1,Sikh,SC
PAR_INST_001_0481,INST_001,Krishna Subramanian,Navya Subramanian,Krishna Subramanian,krishnasubramanian@rediffmail.com,+91-8941715810,+91-9413125129,"Flat No. 798, Block 5, Chennai",Engineer,Professor,< 2 LPA,1,Jain,SC
PAR_INST_001_0482,INST_001,Varun Malhotra,Aarohi Malhotra,Varun Malhotra,vmalhotra@yahoo.co.in,+91-8819102312,+91-9610633016,"Plot No. 641, Nagar 31, Chennai",Software Developer,Engineer,25+ LPA,1,Sikh,OBC
PAR_INST_001_0483,INST_001,Raj Rao,Navya Rao,Raj Rao,raj.rao@rediffmail.com,+91-9380123428,+91-8031132532,"Villa No. 651, Vihar 39, Chennai",Shopkeeper,Software Developer,25+ LPA,1,Christian,OBC
PAR_INST_001_0484,INST_001,Akash Modi,Rashmi Modi,Akash Modi,akash.modi@yahoo.co.in,+91-9042101750,+91-7961701595,"House No. 583, Vihar 47, Chennai",Software Developer,Government Employee,10-15 LPA,1,Christian,ST
PAR_INST_001_0485,INST_001,Vikram Chakraborty,Sapna Chakraborty,Vikram Chakraborty,vikram321@yahoo.co.in,+91-9239205677,+91-8867772266,"House No. 895, Colony 21, Chennai",Shopkeeper,Designer,25+ LPA,1,Muslim,ST
PAR_INST_001_0486,INST_001,Vikram Verma,Anjali Verma,Vikram Verma,vikramverma@yahoo.com,+91-8023106724,+91-8830762484,"Flat No. 195, Market 39, Chennai",Police Officer,Lawyer,10-15 LPA,1,Sikh,OBC
PAR_INST_001_0487,INST_001,Ravi Shukla,Anika Shukla,Ravi Shukla,ravi.shukla@gmail.com,+91-8879423873,+91-8570425496,"House No. 614, Colony 34, Chennai",Government Employee,Government Employee,25+ LPA,1,Christian,OBC
PAR_INST_001_0488,INST_001,Vikram Mitra,Deepika Mitra,Vikram Mitra,vmitra@outlook.com,+91-8533535748,+91-8895325939,"Flat No. 833, Nagar 32, Chennai",Bank Manager,Lawyer,< 2 LPA,1,Christian,General
PAR_INST_001_0489,INST_001,Nitin Jindal,Tanya Jindal,Nitin Jindal,nitin84@rediffmail.com,+91-8494176342,+91-8707330559,"Villa No. 576, Colony 18, Chennai",Farmer,Lawyer,5-10 LPA,1,Buddhist,OBC
PAR_INST_001_0490,INST_001,Arnav Pandey,Avni Pandey,Arnav Pandey,arnav_pandey@yahoo.co.in,+91-9738843660,+91-8943240061,"Plot No. 477, Colony 29, Chennai",IAS Officer,Businesswoman,15-25 LPA,1,Muslim,ST
PAR_INST_001_0491,INST_001,Samar Krishnan,Saanvi Krishnan,Samar Krishnan,samar_krishnan@yahoo.com,+91-7974292501,+91-9758752568,"House No. 644, Extension 42, Chennai",Farmer,Businesswoman,2-5 LPA,1,Christian,General
PAR_INST_001_0492,INST_001,Arnav Rao,Neha Rao,Arnav Rao,arnav775@gmail.com,+91-8202711221,+91-8223155516,"Plot No. 769, Block 32, Chennai",Shopkeeper,Software Developer,< 2 LPA,1,Buddhist,ST
PAR_INST_001_0493,INST_001,Arnav Kamath,Sara Kamath,Arnav Kamath,arnav.kamath@yahoo.com,+91-8421433080,+91-9737003322,"Plot No. 331, Extension 49, Chennai",IAS Officer,Principal,10-15 LPA,1,Hindu,SC
PAR_INST_001_0494,INST_001,Ravi Kumar,Myra Kumar,Ravi Kumar,ravi425@gmail.com,+91-9739033970,+91-8719582632,"House No. 938, Vihar 18, Chennai",Accountant,Government Employee,15-25 LPA,1,Sikh,OBC
PAR_INST_001_0495,INST_001,Advik Mondal,Sunita Mondal,Advik Mondal,advik_mondal@outlook.com,+91-8614707986,+91-9221061339,"Plot No. 853, Nagar 38, Chennai",Software Developer,Doctor,5-10 LPA,1,Sikh,General
PAR_INST_001_0496,INST_001,Arnav Mehta,Shreya Mehta,Arnav Mehta,arnav_mehta@yahoo.com,+91-8204032537,+91-8657692778,"Plot No. 815, Nagar 5, Chennai",Bank Manager,Teacher,< 2 LPA,1,Hindu,General
PAR_INST_001_0497,INST_001,Aarav Reddy,Aadhya Reddy,Aarav Reddy,areddy@yahoo.co.in,+91-8021053365,+91-9646040142,"Plot No. 468, Nagar 8, Chennai",Consultant,Principal,25+ LPA,1,Jain,General
PAR_INST_001_0498,INST_001,Raj Saxena,Aadhya Saxena,Raj Saxena,rajsaxena@rediffmail.com,+91-8084409712,+91-9216600767,"Villa No. 180, Sector 37, Chennai",Consultant,Homemaker,25+ LPA,1,Hindu,SC
PAR_INST_001_0499,INST_001,Om Rao,Navya Rao,Om Rao,om_rao@gmail.com,+91-9033700968,+91-8330451957,"Villa No. 558, Colony 24, Chennai",IAS Officer,Government Employee,25+ LPA,1,Buddhist,OBC
PAR_INST_001_0500,INST_001,Suresh Thakkar,Rashmi Thakkar,Suresh Thakkar,suresh179@rediffmail.com,+91-8775427865,+91-8519425577,"Flat No. 912, Sector 22, Chennai",Accountant,Designer,25+ LPA,1,Muslim,SC
PAR_INST_001_0501,INST_001,Vinod Mehta,Zara Mehta,Vinod Mehta,vinod872@yahoo.com,+91-9261618808,+91-9590482357,"House No. 334, Enclave 36, Chennai",Consultant,Businesswoman,15-25 LPA,1,Jain,ST
PAR_INST_001_0502,INST_001,Riyansh Chowdhury,Rashmi Chowdhury,Riyansh Chowdhury,riyansh.chowdhury@yahoo.com,+91-8423081721,+91-8936438130,"House No. 32, Vihar 8, Chennai",Businessman,Nurse,25+ LPA,1,Hindu,General
PAR_INST_001_0503,INST_001,Aryan More,Ishika More,Aryan More,aryan_more@yahoo.co.in,+91-8609456534,+91-8599799070,"Villa No. 328, Enclave 2, Chennai",Government Employee,Professor,10-15 LPA,1,Sikh,General
PAR_INST_001_0504,INST_001,Akash Panchal,Isha Panchal,Akash Panchal,akash_panchal@yahoo.co.in,+91-8306071748,+91-9613176539,"Villa No. 36, Enclave 20, Chennai",Accountant,Consultant,25+ LPA,1,Sikh,OBC
