activity_id,student_id,activity_name,participation_level,start_date,performance_rating,achievements,attendance_percentage,instructor
ACT_INST_001_000646,STU_INST_001_0548,Literary Society,Advanced,2025-08-10,Needs Improvement,,91,Yogesh Malhotra
ACT_INST_001_000647,STU_INST_001_0548,Art & Craft,Beginner,2025-07-26,Needs Improvement,,81,Riya Shah
ACT_INST_001_000648,STU_INST_001_0549,Football,Beginner,2025-03-29,Excellent,,72,Yash Joshi
ACT_INST_001_000649,STU_INST_001_0549,Quiz,Intermediate,2025-01-18,Good,District Level Participant,90,Ira Verma
ACT_INST_001_000650,STU_INST_001_0549,Dance,Intermediate,2025-08-14,Good,,82,Vivaan Jindal
ACT_INST_001_000651,STU_INST_001_0550,Karate,Intermediate,2024-11-05,Needs Improvement,,81,Isha Jadhav
ACT_INST_001_000652,STU_INST_001_0550,Music,Advanced,2025-05-27,Good,,90,Sanjay Bhardwaj
ACT_INST_001_000653,STU_INST_001_0551,Debate,Beginner,2024-10-06,Needs Improvement,,83,Pooja Reddy
ACT_INST_001_000654,STU_INST_001_0551,Table Tennis,Advanced,2025-01-25,Needs Improvement,,75,Ankit Malhotra
ACT_INST_001_000655,STU_INST_001_0552,Cricket,Beginner,2025-08-04,Excellent,,83,Navya Jain
ACT_INST_001_000656,STU_INST_001_0555,Music,Advanced,2025-07-02,Very Good,,72,Advait Nair
ACT_INST_001_000657,STU_INST_001_0555,Badminton,Advanced,2025-06-08,Needs Improvement,,90,Arnav Patel
ACT_INST_001_000658,STU_INST_001_0555,Basketball,Intermediate,2024-12-27,Very Good,,75,Krishna Singh
ACT_INST_001_000659,STU_INST_001_0557,Yoga,Beginner,2025-01-15,Very Good,,83,Kiara Kulkarni
ACT_INST_001_000660,STU_INST_001_0557,Table Tennis,Beginner,2024-12-31,Needs Improvement,,81,Ayaan Srivastava
ACT_INST_001_000661,STU_INST_001_0557,Cricket,Intermediate,2025-03-06,Excellent,,70,Manoj Gowda
ACT_INST_001_000662,STU_INST_001_0559,Drama,Advanced,2024-11-11,Excellent,,86,Neha Reddy
ACT_INST_001_000663,STU_INST_001_0559,Football,Advanced,2025-05-05,Good,School Level Winner,80,Vinod Hegde
ACT_INST_001_000664,STU_INST_001_0559,Music,Intermediate,2025-01-03,Excellent,,91,Ravi Desai
ACT_INST_001_000665,STU_INST_001_0562,Karate,Beginner,2025-01-15,Excellent,,83,Aarohi Thakkar
ACT_INST_001_000666,STU_INST_001_0562,Debate,Intermediate,2024-10-06,Very Good,,92,Shweta Srivastava
ACT_INST_001_000667,STU_INST_001_0565,Dance,Intermediate,2024-11-09,Needs Improvement,,92,Aadhya Menon
ACT_INST_001_000668,STU_INST_001_0565,Art & Craft,Beginner,2025-05-27,Average,,86,Reyansh Chaturvedi
ACT_INST_001_000669,STU_INST_001_0565,Cultural Committee,Beginner,2025-01-30,Good,School Level Winner,91,Arya Iyer
ACT_INST_001_000670,STU_INST_001_0566,Athletics,Advanced,2025-05-02,Average,,71,Arjun Chowdhury
ACT_INST_001_000671,STU_INST_001_0568,Quiz,Advanced,2025-06-28,Good,,97,Karan Sarkar
ACT_INST_001_000672,STU_INST_001_0570,Basketball,Advanced,2024-11-25,Average,,82,Reyansh Joshi
ACT_INST_001_000673,STU_INST_001_0570,Music,Intermediate,2025-07-26,Needs Improvement,,86,Kavita Goel
ACT_INST_001_000674,STU_INST_001_0571,Science Club,Intermediate,2024-10-20,Good,,85,Veer Dutta
ACT_INST_001_000675,STU_INST_001_0571,Drama,Intermediate,2025-06-25,Very Good,Certificate of Participation,81,Shriya Dave
ACT_INST_001_000676,STU_INST_001_0572,Science Club,Intermediate,2025-01-07,Average,,73,Myra Jindal
ACT_INST_001_000677,STU_INST_001_0572,Basketball,Advanced,2024-09-18,Needs Improvement,,95,Harsh Patel
ACT_INST_001_000678,STU_INST_001_0572,Cultural Committee,Beginner,2024-12-26,Very Good,,89,Rajesh Agarwal
ACT_INST_001_000679,STU_INST_001_0573,Football,Intermediate,2025-08-14,Very Good,Certificate of Participation,95,Vinod Shetty
ACT_INST_001_000680,STU_INST_001_0574,Debate,Beginner,2025-07-31,Needs Improvement,,74,Ishika Banerjee
ACT_INST_001_000681,STU_INST_001_0574,Football,Intermediate,2025-02-22,Very Good,,81,Ankit Roy
ACT_INST_001_000682,STU_INST_001_0575,Music,Intermediate,2025-01-16,Excellent,,75,Ashish Malhotra
ACT_INST_001_000683,STU_INST_001_0575,Quiz,Beginner,2025-04-07,Average,School Level Winner,74,Arnav Sarkar
ACT_INST_001_000684,STU_INST_001_0575,Environmental Club,Intermediate,2024-10-01,Very Good,,70,Arjit Dubey
ACT_INST_001_000685,STU_INST_001_0577,Environmental Club,Beginner,2025-06-22,Very Good,,93,Vikram Trivedi
ACT_INST_001_000686,STU_INST_001_0577,Athletics,Advanced,2025-04-10,Good,,77,Samar Singh
ACT_INST_001_000687,STU_INST_001_0578,Yoga,Beginner,2025-06-12,Needs Improvement,,80,Avni Mitra
ACT_INST_001_000688,STU_INST_001_0578,Cricket,Beginner,2025-02-24,Very Good,District Level Participant,88,Shivansh Mishra
ACT_INST_001_000689,STU_INST_001_0580,Cricket,Advanced,2024-09-20,Needs Improvement,,97,Karan Pal
ACT_INST_001_000690,STU_INST_001_0580,Yoga,Advanced,2025-01-27,Good,,82,Priya Saxena
ACT_INST_001_000691,STU_INST_001_0581,Debate,Intermediate,2025-01-22,Very Good,,70,Shweta Shah
ACT_INST_001_000692,STU_INST_001_0581,Drama,Intermediate,2024-12-04,Excellent,,79,Arjun Deshpande
ACT_INST_001_000693,STU_INST_001_0584,Drama,Advanced,2025-07-12,Needs Improvement,,96,Aarohi Panchal
ACT_INST_001_000694,STU_INST_001_0584,Environmental Club,Advanced,2025-06-30,Very Good,,94,Isha Bansal
ACT_INST_001_000695,STU_INST_001_0585,Literary Society,Advanced,2024-09-21,Excellent,State Level Qualifier,77,Manisha Mishra
ACT_INST_001_000696,STU_INST_001_0585,Cricket,Intermediate,2024-11-01,Average,,93,Sana Bhardwaj
ACT_INST_001_000697,STU_INST_001_0586,Environmental Club,Advanced,2024-11-19,Excellent,,75,Pooja Suthar
ACT_INST_001_000698,STU_INST_001_0586,Science Club,Beginner,2025-05-28,Average,,76,Saanvi Parikh
ACT_INST_001_000699,STU_INST_001_0586,Cricket,Intermediate,2025-07-20,Average,School Level Winner,76,Pihu Kulkarni
ACT_INST_001_000700,STU_INST_001_0587,Art & Craft,Advanced,2025-06-05,Needs Improvement,,76,Sunita Malhotra
ACT_INST_001_000701,STU_INST_001_0587,Cricket,Beginner,2025-07-19,Average,School Level Winner,82,Anjali Shukla
ACT_INST_001_000702,STU_INST_001_0591,Karate,Advanced,2024-11-19,Good,District Level Participant,79,Laksh Mehta
ACT_INST_001_000703,STU_INST_001_0591,Debate,Advanced,2025-02-20,Very Good,,84,Harsh Goyal
ACT_INST_001_000704,STU_INST_001_0592,Dance,Intermediate,2025-06-21,Average,District Level Participant,90,Nidhi Singh
ACT_INST_001_000705,STU_INST_001_0592,Quiz,Intermediate,2024-10-01,Very Good,,70,Zara Jain
ACT_INST_001_000706,STU_INST_001_0592,Cricket,Intermediate,2025-04-21,Very Good,,92,Neha Shah
ACT_INST_001_000707,STU_INST_001_0594,Art & Craft,Intermediate,2024-12-15,Needs Improvement,,92,Samar Sethi
ACT_INST_001_000708,STU_INST_001_0594,Literary Society,Advanced,2025-01-13,Excellent,,100,Dhruv Joshi
ACT_INST_001_000709,STU_INST_001_0594,Table Tennis,Beginner,2025-04-18,Good,,88,Kiara More
ACT_INST_001_000710,STU_INST_001_0595,Quiz,Intermediate,2025-05-15,Very Good,,76,Tanya Mitra
ACT_INST_001_000711,STU_INST_001_0595,Environmental Club,Advanced,2024-12-07,Needs Improvement,,79,Saanvi Krishnan
ACT_INST_001_000712,STU_INST_001_0596,Music,Beginner,2025-02-18,Needs Improvement,,99,Karan Subramanian
ACT_INST_001_000713,STU_INST_001_0596,Cricket,Advanced,2024-10-08,Good,,84,Akash Khanna
ACT_INST_001_000714,STU_INST_001_0598,Badminton,Advanced,2024-12-07,Good,,100,Aadhya Srivastava
ACT_INST_001_000715,STU_INST_001_0600,Debate,Advanced,2025-02-06,Needs Improvement,State Level Qualifier,85,Shriya Deshpande
ACT_INST_001_000716,STU_INST_001_0600,Quiz,Intermediate,2024-10-25,Very Good,,83,Shivansh Reddy
ACT_INST_001_000717,STU_INST_001_0601,Karate,Advanced,2024-09-17,Needs Improvement,,72,Aryan Vyas
ACT_INST_001_000718,STU_INST_001_0601,Environmental Club,Beginner,2024-12-16,Excellent,,70,Sara Khanna
ACT_INST_001_000719,STU_INST_001_0601,Cricket,Beginner,2024-10-04,Needs Improvement,State Level Qualifier,94,Reyansh Patel
ACT_INST_001_000720,STU_INST_001_0602,Football,Beginner,2025-02-11,Needs Improvement,,88,Neha Banerjee
ACT_INST_001_000721,STU_INST_001_0602,Environmental Club,Advanced,2025-07-30,Very Good,District Level Participant,76,Sapna Aggarwal
ACT_INST_001_000722,STU_INST_001_0606,Cricket,Advanced,2024-12-30,Excellent,School Level Winner,92,Manisha Saxena
ACT_INST_001_000723,STU_INST_001_0607,Karate,Beginner,2025-03-13,Average,,90,Nidhi Mehta
ACT_INST_001_000724,STU_INST_001_0607,Music,Advanced,2025-06-29,Average,School Level Winner,86,Ashish Tiwari
ACT_INST_001_000725,STU_INST_001_0607,Basketball,Advanced,2025-02-22,Average,,96,Kriti Bose
ACT_INST_001_000726,STU_INST_001_0608,Basketball,Intermediate,2025-04-11,Needs Improvement,School Level Winner,74,Khushi Chowdhury
ACT_INST_001_000727,STU_INST_001_0608,Debate,Intermediate,2025-05-22,Excellent,,81,Manisha Sarkar
ACT_INST_001_000728,STU_INST_001_0610,Football,Intermediate,2025-07-23,Needs Improvement,,92,Divya Subramanian
ACT_INST_001_000729,STU_INST_001_0610,Music,Beginner,2025-04-01,Excellent,,97,Nidhi Deshpande
ACT_INST_001_000730,STU_INST_001_0610,Cultural Committee,Intermediate,2025-02-20,Needs Improvement,District Level Participant,77,Pihu Panchal
ACT_INST_001_000731,STU_INST_001_0611,Basketball,Intermediate,2025-07-21,Average,,86,Shweta Venkatesh
ACT_INST_001_000732,STU_INST_001_0611,Dance,Beginner,2025-07-11,Very Good,,79,Rohan Suthar
ACT_INST_001_000733,STU_INST_001_0611,Athletics,Advanced,2025-01-28,Average,,85,Neha Kale
ACT_INST_001_000734,STU_INST_001_0614,Cricket,Advanced,2025-03-11,Needs Improvement,,95,Arnav Pal
ACT_INST_001_000735,STU_INST_001_0614,Quiz,Advanced,2024-11-16,Very Good,School Level Winner,80,Deepak Deshpande
ACT_INST_001_000736,STU_INST_001_0614,Art & Craft,Beginner,2025-03-17,Average,,71,Kabir Hegde
ACT_INST_001_000737,STU_INST_001_0615,Yoga,Beginner,2025-03-06,Good,State Level Qualifier,97,Vivaan Subramanian
ACT_INST_001_000738,STU_INST_001_0615,Cricket,Intermediate,2024-12-03,Average,School Level Winner,84,Ishika Kulkarni
ACT_INST_001_000739,STU_INST_001_0615,Literary Society,Advanced,2025-05-11,Needs Improvement,School Level Winner,78,Rohan Singh
ACT_INST_001_000740,STU_INST_001_0616,Karate,Intermediate,2025-02-18,Very Good,,75,Vihaan Sharma
ACT_INST_001_000741,STU_INST_001_0616,Karate,Advanced,2024-10-12,Average,,71,Sai Pillai
ACT_INST_001_000742,STU_INST_001_0617,Karate,Intermediate,2024-10-02,Needs Improvement,Certificate of Participation,81,Saanvi Kar
ACT_INST_001_000743,STU_INST_001_0619,Literary Society,Beginner,2024-10-27,Good,District Level Participant,88,Shaurya Mandal
ACT_INST_001_000744,STU_INST_001_0619,Literary Society,Intermediate,2025-03-10,Good,,79,Rahul Mittal
ACT_INST_001_000745,STU_INST_001_0621,Art & Craft,Beginner,2024-12-14,Very Good,,97,Sneha Kulkarni
ACT_INST_001_000746,STU_INST_001_0622,Yoga,Intermediate,2025-07-01,Good,,88,Ananya Malhotra
ACT_INST_001_000747,STU_INST_001_0622,Cricket,Beginner,2025-05-25,Good,Certificate of Participation,96,Ravi Sarkar
ACT_INST_001_000748,STU_INST_001_0625,Dance,Advanced,2025-05-11,Needs Improvement,,86,Ishika Panchal
ACT_INST_001_000749,STU_INST_001_0625,Cultural Committee,Beginner,2025-08-04,Needs Improvement,,74,Samar Bansal
ACT_INST_001_000750,STU_INST_001_0627,Football,Beginner,2025-08-05,Good,,73,Ishaan Pandey
ACT_INST_001_000751,STU_INST_001_0627,Dance,Advanced,2024-11-03,Very Good,,84,Navya Shinde
ACT_INST_001_000752,STU_INST_001_0628,Cricket,Beginner,2024-12-21,Good,,93,Shalini Bhat
ACT_INST_001_000753,STU_INST_001_0628,Science Club,Intermediate,2024-10-10,Average,,100,Suresh Goel
ACT_INST_001_000754,STU_INST_001_0630,Drama,Beginner,2025-07-22,Excellent,,87,Shreya Das
ACT_INST_001_000755,STU_INST_001_0631,Environmental Club,Advanced,2024-12-02,Good,,94,Harsh Verma
ACT_INST_001_000756,STU_INST_001_0635,Football,Beginner,2024-11-12,Needs Improvement,,94,Arjun Mukherjee
ACT_INST_001_000757,STU_INST_001_0635,Cultural Committee,Intermediate,2025-02-22,Good,,94,Rahul Agarwal
ACT_INST_001_000758,STU_INST_001_0636,Cultural Committee,Advanced,2024-10-03,Needs Improvement,,86,Sara Reddy
ACT_INST_001_000759,STU_INST_001_0636,Drama,Intermediate,2024-12-12,Very Good,,73,Shreya Sarkar
ACT_INST_001_000760,STU_INST_001_0637,Basketball,Advanced,2025-05-14,Good,,74,Shaurya Malhotra
ACT_INST_001_000761,STU_INST_001_0637,Literary Society,Advanced,2025-05-01,Very Good,School Level Winner,74,Yogesh Bhat
ACT_INST_001_000762,STU_INST_001_0639,Cultural Committee,Beginner,2024-10-25,Needs Improvement,,91,Pihu Kapoor
ACT_INST_001_000763,STU_INST_001_0640,Drama,Advanced,2024-09-29,Average,,94,Riya Reddy
ACT_INST_001_000764,STU_INST_001_0641,Music,Beginner,2025-06-25,Good,,100,Ananya Chakraborty
ACT_INST_001_000765,STU_INST_001_0641,Football,Intermediate,2024-10-19,Needs Improvement,Certificate of Participation,99,Arya Rao
ACT_INST_001_000766,STU_INST_001_0641,Quiz,Intermediate,2025-04-24,Excellent,,85,Om Chopra
ACT_INST_001_000767,STU_INST_001_0642,Literary Society,Advanced,2025-05-01,Very Good,State Level Qualifier,90,Navya Patil
ACT_INST_001_000768,STU_INST_001_0642,Art & Craft,Advanced,2025-05-08,Needs Improvement,,82,Kavya More
ACT_INST_001_000769,STU_INST_001_0642,Karate,Beginner,2025-03-08,Good,,71,Pooja Dutta
ACT_INST_001_000770,STU_INST_001_0643,Debate,Advanced,2025-01-27,Needs Improvement,,95,Advik Banerjee
ACT_INST_001_000771,STU_INST_001_0645,Athletics,Intermediate,2025-06-14,Needs Improvement,,91,Sapna Sarkar
ACT_INST_001_000772,STU_INST_001_0647,Athletics,Advanced,2024-10-13,Excellent,Certificate of Participation,87,Priya Kar
ACT_INST_001_000773,STU_INST_001_0647,Music,Advanced,2025-05-12,Good,,91,Avni Mondal
ACT_INST_001_000774,STU_INST_001_0647,Science Club,Advanced,2025-04-23,Very Good,,91,Nitin Chopra
ACT_INST_001_000775,STU_INST_001_0648,Basketball,Advanced,2024-09-28,Good,,83,Priya Sen
ACT_INST_001_000776,STU_INST_001_0648,Music,Advanced,2025-01-10,Very Good,,74,Aadhya Malhotra
ACT_INST_001_000777,STU_INST_001_0648,Football,Beginner,2025-01-27,Excellent,State Level Qualifier,75,Kavita Singhal
ACT_INST_001_000778,STU_INST_001_0650,Football,Beginner,2024-10-14,Needs Improvement,District Level Participant,89,Aditya Aggarwal
ACT_INST_001_000779,STU_INST_001_0650,Drama,Beginner,2025-04-19,Good,,100,Sana Pal
ACT_INST_001_000780,STU_INST_001_0652,Cricket,Intermediate,2025-07-09,Needs Improvement,,79,Veer Joshi
ACT_INST_001_000781,STU_INST_001_0652,Basketball,Advanced,2025-07-22,Needs Improvement,Certificate of Participation,93,Ishika Goyal
ACT_INST_001_000782,STU_INST_001_0652,Literary Society,Advanced,2025-05-03,Good,,87,Amit Reddy
ACT_INST_001_000783,STU_INST_001_0653,Art & Craft,Intermediate,2025-08-03,Good,,95,Ananya Bhardwaj
ACT_INST_001_000784,STU_INST_001_0653,Environmental Club,Advanced,2024-11-01,Needs Improvement,State Level Qualifier,90,Anil Sethi
ACT_INST_001_000785,STU_INST_001_0653,Music,Beginner,2025-01-17,Needs Improvement,District Level Participant,87,Arnav Panchal
ACT_INST_001_000786,STU_INST_001_0654,Debate,Intermediate,2025-01-24,Average,,86,Meera Deshpande
ACT_INST_001_000787,STU_INST_001_0654,Quiz,Intermediate,2025-06-04,Good,District Level Participant,83,Divya Patil
ACT_INST_001_000788,STU_INST_001_0656,Karate,Beginner,2025-02-08,Average,,90,Aditi Roy
ACT_INST_001_000789,STU_INST_001_0656,Table Tennis,Advanced,2024-12-29,Good,State Level Qualifier,91,Arjun Shetty
ACT_INST_001_000790,STU_INST_001_0657,Music,Advanced,2024-12-22,Needs Improvement,,95,Aarohi Bhardwaj
ACT_INST_001_000791,STU_INST_001_0658,Karate,Beginner,2025-05-02,Average,Certificate of Participation,74,Dev Gowda
ACT_INST_001_000792,STU_INST_001_0660,Basketball,Advanced,2025-02-16,Excellent,,79,Riya Ghosh
ACT_INST_001_000793,STU_INST_001_0660,Cricket,Beginner,2025-02-07,Good,,79,Advik Shah
ACT_INST_001_000794,STU_INST_001_0660,Yoga,Advanced,2025-08-08,Good,Certificate of Participation,94,Anika Singhal
ACT_INST_001_000795,STU_INST_001_0661,Table Tennis,Intermediate,2024-11-27,Excellent,,96,Meera Mittal
ACT_INST_001_000796,STU_INST_001_0661,Quiz,Beginner,2024-09-29,Excellent,Certificate of Participation,73,Myra Saxena
ACT_INST_001_000797,STU_INST_001_0662,Debate,Intermediate,2025-08-03,Very Good,,98,Sana Shetty
ACT_INST_001_000798,STU_INST_001_0662,Yoga,Intermediate,2025-08-09,Good,District Level Participant,85,Swati Sen
ACT_INST_001_000799,STU_INST_001_0662,Literary Society,Advanced,2025-03-03,Needs Improvement,,73,Diya Krishnan
ACT_INST_001_000800,STU_INST_001_0664,Music,Beginner,2025-04-10,Needs Improvement,School Level Winner,78,Suresh Mehta
ACT_INST_001_000801,STU_INST_001_0666,Table Tennis,Beginner,2025-05-06,Excellent,Certificate of Participation,75,Nitin Shukla
ACT_INST_001_000802,STU_INST_001_0666,Literary Society,Intermediate,2025-08-07,Very Good,,82,Advik Dave
ACT_INST_001_000803,STU_INST_001_0666,Football,Beginner,2025-02-06,Good,,92,Ira Joshi
ACT_INST_001_000804,STU_INST_001_0667,Badminton,Advanced,2025-08-08,Very Good,,96,Shivansh Bhat
ACT_INST_001_000805,STU_INST_001_0667,Environmental Club,Intermediate,2025-06-30,Good,,73,Om Roy
ACT_INST_001_000806,STU_INST_001_0667,Yoga,Beginner,2025-03-15,Average,,90,Myra Jain
ACT_INST_001_000807,STU_INST_001_0668,Science Club,Advanced,2025-04-18,Good,Certificate of Participation,93,Maya Raman
ACT_INST_001_000808,STU_INST_001_0668,Football,Beginner,2025-06-21,Good,,76,Manisha Subramanian
ACT_INST_001_000809,STU_INST_001_0668,Environmental Club,Intermediate,2025-08-03,Needs Improvement,District Level Participant,93,Neha Das
ACT_INST_001_000810,STU_INST_001_0669,Table Tennis,Intermediate,2024-12-28,Needs Improvement,,94,Arnav Nair
ACT_INST_001_000811,STU_INST_001_0672,Environmental Club,Beginner,2025-05-31,Excellent,Certificate of Participation,93,Saanvi Tiwari
ACT_INST_001_000812,STU_INST_001_0673,Literary Society,Advanced,2024-12-10,Good,State Level Qualifier,76,Anjali Jain
ACT_INST_001_000813,STU_INST_001_0673,Dance,Advanced,2025-07-23,Good,,88,Shaurya Trivedi
ACT_INST_001_000814,STU_INST_001_0673,Cricket,Intermediate,2024-12-21,Needs Improvement,State Level Qualifier,96,Ishika Pillai
ACT_INST_001_000815,STU_INST_001_0678,Dance,Intermediate,2024-11-07,Excellent,School Level Winner,99,Vikram Chaturvedi
ACT_INST_001_000816,STU_INST_001_0679,Quiz,Intermediate,2024-11-17,Needs Improvement,,93,Yash Bhatt
ACT_INST_001_000817,STU_INST_001_0679,Badminton,Advanced,2024-11-07,Good,,87,Akash Malhotra
ACT_INST_001_000818,STU_INST_001_0679,Karate,Advanced,2025-06-13,Good,,100,Aditya Kamath
ACT_INST_001_000819,STU_INST_001_0684,Yoga,Intermediate,2025-03-18,Good,,84,Dev Trivedi
ACT_INST_001_000820,STU_INST_001_0684,Football,Advanced,2025-01-24,Excellent,,97,Aarav Jindal
ACT_INST_001_000821,STU_INST_001_0684,Science Club,Advanced,2025-06-25,Good,,77,Tanya Bhatt
ACT_INST_001_000822,STU_INST_001_0686,Drama,Advanced,2024-10-30,Average,,96,Seema Mukherjee
ACT_INST_001_000823,STU_INST_001_0686,Dance,Advanced,2025-05-24,Very Good,,83,Shalini Kulkarni
ACT_INST_001_000824,STU_INST_001_0686,Cultural Committee,Beginner,2025-01-22,Average,School Level Winner,98,Deepika Jain
ACT_INST_001_000825,STU_INST_001_0688,Science Club,Beginner,2025-06-08,Needs Improvement,,99,Deepak Subramanian
ACT_INST_001_000826,STU_INST_001_0690,Literary Society,Advanced,2025-06-27,Needs Improvement,,98,Ananya Dave
ACT_INST_001_000827,STU_INST_001_0692,Cultural Committee,Advanced,2025-05-08,Average,,100,Krishna Jindal
ACT_INST_001_000828,STU_INST_001_0698,Football,Advanced,2024-12-11,Very Good,,100,Deepak Banerjee
ACT_INST_001_000829,STU_INST_001_0699,Cricket,Advanced,2024-11-22,Good,State Level Qualifier,89,Arya Bhatia
ACT_INST_001_000830,STU_INST_001_0699,Table Tennis,Beginner,2024-10-15,Needs Improvement,,76,Riya Bhattacharya
ACT_INST_001_000831,STU_INST_001_0700,Cultural Committee,Intermediate,2025-07-29,Needs Improvement,,88,Khushi Bhatia
ACT_INST_001_000832,STU_INST_001_0700,Dance,Advanced,2025-05-25,Excellent,,84,Meera Joshi
ACT_INST_001_000833,STU_INST_001_0701,Art & Craft,Intermediate,2025-01-29,Average,,94,Maya Iyer
ACT_INST_001_000834,STU_INST_001_0701,Drama,Advanced,2025-01-06,Very Good,,70,Ananya Shetty
ACT_INST_001_000835,STU_INST_001_0702,Football,Advanced,2024-10-17,Very Good,,87,Reyansh Pillai
ACT_INST_001_000836,STU_INST_001_0702,Environmental Club,Intermediate,2025-07-15,Good,District Level Participant,93,Krishna More
ACT_INST_001_000837,STU_INST_001_0703,Football,Intermediate,2025-01-08,Good,,92,Kriti Ganguly
ACT_INST_001_000838,STU_INST_001_0704,Dance,Beginner,2024-10-16,Average,,91,Manisha Banerjee
ACT_INST_001_000839,STU_INST_001_0704,Karate,Advanced,2025-06-13,Excellent,Certificate of Participation,99,Kavya Patil
ACT_INST_001_000840,STU_INST_001_0706,Environmental Club,Advanced,2025-01-26,Average,,84,Rajesh Bhardwaj
ACT_INST_001_000841,STU_INST_001_0706,Athletics,Intermediate,2025-01-06,Good,,97,Ayaan Singhal
ACT_INST_001_000842,STU_INST_001_0710,Dance,Beginner,2025-01-09,Very Good,,80,Kabir Verma
ACT_INST_001_000843,STU_INST_001_0710,Quiz,Beginner,2025-07-13,Good,,79,Zara Shukla
ACT_INST_001_000844,STU_INST_001_0713,Badminton,Beginner,2025-04-23,Very Good,,100,Shaurya Mittal
ACT_INST_001_000845,STU_INST_001_0714,Environmental Club,Beginner,2025-03-18,Average,,98,Aadhya Roy
ACT_INST_001_000846,STU_INST_001_0715,Dance,Beginner,2024-11-09,Very Good,,76,Varun Chopra
ACT_INST_001_000847,STU_INST_001_0717,Music,Advanced,2025-05-31,Needs Improvement,,73,Avni Reddy
ACT_INST_001_000848,STU_INST_001_0718,Quiz,Advanced,2025-06-04,Average,,79,Tanya Dutta
ACT_INST_001_000849,STU_INST_001_0718,Environmental Club,Advanced,2025-01-29,Good,,70,Dev Singh
ACT_INST_001_000850,STU_INST_001_0720,Dance,Advanced,2025-07-21,Excellent,,90,Ayaan Panchal
ACT_INST_001_000851,STU_INST_001_0720,Art & Craft,Advanced,2025-02-10,Average,State Level Qualifier,71,Deepika Singh
ACT_INST_001_000852,STU_INST_001_0721,Environmental Club,Advanced,2025-03-16,Very Good,,75,Amit Sharma
ACT_INST_001_000853,STU_INST_001_0725,Yoga,Intermediate,2025-05-11,Good,,91,Karan Pawar
ACT_INST_001_000854,STU_INST_001_0726,Debate,Beginner,2025-04-07,Very Good,,100,Rudra Mittal
ACT_INST_001_000855,STU_INST_001_0727,Athletics,Beginner,2025-01-16,Very Good,District Level Participant,97,Priya Pandey
ACT_INST_001_000856,STU_INST_001_0727,Cricket,Beginner,2024-10-05,Needs Improvement,,97,Ashish Bhattacharya
ACT_INST_001_000857,STU_INST_001_0728,Cultural Committee,Intermediate,2025-08-14,Very Good,,83,Myra Chopra
ACT_INST_001_000858,STU_INST_001_0729,Literary Society,Intermediate,2025-04-13,Excellent,,98,Rudra Saxena
ACT_INST_001_000859,STU_INST_001_0729,Football,Intermediate,2025-02-25,Needs Improvement,,88,Ankit Desai
ACT_INST_001_000860,STU_INST_001_0729,Cultural Committee,Intermediate,2025-07-19,Excellent,,91,Rohan Bose
ACT_INST_001_000861,STU_INST_001_0732,Drama,Beginner,2025-07-17,Good,,97,Vivaan Thakkar
ACT_INST_001_000862,STU_INST_001_0732,Dance,Advanced,2025-05-27,Needs Improvement,Certificate of Participation,71,Abhishek Hegde
ACT_INST_001_000863,STU_INST_001_0732,Football,Beginner,2024-12-03,Excellent,,80,Vivaan Sharma
ACT_INST_001_000864,STU_INST_001_0733,Environmental Club,Intermediate,2025-04-26,Average,,73,Shivansh Saxena
ACT_INST_001_000865,STU_INST_001_0733,Yoga,Beginner,2024-10-18,Excellent,District Level Participant,100,Shreya Jain
ACT_INST_001_000866,STU_INST_001_0735,Karate,Beginner,2024-12-13,Needs Improvement,,87,Samar Kapoor
ACT_INST_001_000867,STU_INST_001_0735,Science Club,Advanced,2025-01-24,Needs Improvement,,90,Shalini Venkatesh
ACT_INST_001_000868,STU_INST_001_0735,Literary Society,Intermediate,2024-10-28,Good,,80,Priya Kar
ACT_INST_001_000869,STU_INST_001_0736,Literary Society,Intermediate,2025-01-12,Very Good,,78,Shaurya Kulkarni
ACT_INST_001_000870,STU_INST_001_0736,Drama,Intermediate,2024-10-01,Needs Improvement,,100,Shriya Desai
ACT_INST_001_000871,STU_INST_001_0737,Drama,Intermediate,2025-02-03,Average,District Level Participant,98,Rashmi Malhotra
ACT_INST_001_000872,STU_INST_001_0737,Art & Craft,Beginner,2025-06-01,Excellent,,100,Avni Khanna
ACT_INST_001_000873,STU_INST_001_0738,Athletics,Advanced,2025-04-06,Good,,89,Deepak Malhotra
ACT_INST_001_000874,STU_INST_001_0741,Football,Advanced,2025-08-16,Excellent,,88,Kiara Pillai
ACT_INST_001_000875,STU_INST_001_0743,Debate,Beginner,2025-03-15,Excellent,,99,Dev Shinde
ACT_INST_001_000876,STU_INST_001_0743,Badminton,Intermediate,2025-06-08,Needs Improvement,Certificate of Participation,93,Priyanka Thakkar
ACT_INST_001_000877,STU_INST_001_0743,Music,Intermediate,2025-05-20,Needs Improvement,,98,Sara Agarwal
ACT_INST_001_000878,STU_INST_001_0744,Table Tennis,Beginner,2025-04-01,Good,,79,Myra Reddy
ACT_INST_001_000879,STU_INST_001_0745,Table Tennis,Intermediate,2025-07-21,Average,,74,Rohan Singhal
ACT_INST_001_000880,STU_INST_001_0746,Karate,Beginner,2024-11-25,Average,,71,Veer Chaturvedi
ACT_INST_001_000881,STU_INST_001_0746,Karate,Advanced,2025-05-28,Excellent,,73,Tanvi Chakraborty
